"","Flow","From","To"
"22545",2,"E07000010","E07000122"
"22546",2,"E07000010","E07000123"
"22547",2,"E07000010","E07000124"
"22548",1,"E07000010","E07000128"
"22549",3,"E07000010","E07000129"
"22550",4,"E07000010","E07000130"
"22551",1,"E07000010","E07000131"
"22552",6,"E07000010","E07000132"
"22553",4,"E07000010","E07000133"
"22554",6,"E07000010","E07000134"
"22555",2,"E07000010","E07000135"
"22556",79,"E07000010","E07000136"
"22557",17,"E07000010","E07000137"
"22558",22,"E07000010","E07000138"
"22559",16,"E07000010","E07000139"
"22560",727,"E07000010","E07000140"
"22561",202,"E07000010","E07000141"
"22562",4,"E07000010","E07000142"
"22563",53,"E07000010","E07000143"
"22564",15,"E07000010","E07000144"
"22565",2032,"E07000010","E07000146"
"22566",14,"E07000010","E07000147"
"22567",31,"E07000010","E07000148"
"22568",19,"E07000010","E07000149"
"22569",35,"E07000010","E07000150"
"22570",5,"E07000010","E07000151"
"22571",89,"E07000010","E07000152"
"22572",24,"E07000010","E07000153"
"22573",43,"E07000010","E07000154"
"22574",1,"E07000010","E07000155"
"22575",17,"E07000010","E07000156"
"22576",1,"E07000010","E07000163"
"22577",6,"E07000010","E07000165"
"22578",11,"E07000010","E07000166"
"22579",3,"E07000010","E07000168"
"22580",1,"E07000010","E07000169"
"22581",2,"E07000010","E07000170"
"22582",22,"E07000010","E07000171"
"22583",1,"E07000010","E07000172"
"22584",1,"E07000010","E07000173"
"22585",3,"E07000010","E07000174"
"22586",4,"E07000010","E07000175"
"22587",8,"E07000010","E07000176"
"22588",5,"E07000010","E07000177"
"22589",3,"E07000010","E07000178"
"22590",8,"E07000010","E07000179"
"22591",4,"E07000010","E07000180"
"22592",2,"E07000010","E07000189"
"22593",1,"E07000010","E07000246"
"22594",3,"E07000010","E07000192"
"22595",3,"E07000010","E07000193"
"22596",1,"E07000010","E07000194"
"22597",5,"E07000010","E07000197"
"22598",2,"E07000010","E07000198"
"22599",1,"E07000010","E07000199"
"22600",13,"E07000010","E07000200"
"22601",117,"E07000010","E07000245"
"22602",20,"E07000010","E07000202"
"22603",14,"E07000010","E07000203"
"22604",63,"E07000010","E07000245"
"22605",10,"E07000010","E07000244"
"22606",3,"E07000010","E07000244"
"22607",2,"E07000010","E07000207"
"22608",1,"E07000010","E07000208"
"22609",6,"E07000010","E07000209"
"22610",4,"E07000010","E07000210"
"22611",2,"E07000010","E07000211"
"22612",1,"E07000010","E07000212"
"22613",10,"E07000010","E07000213"
"22614",4,"E07000010","E07000214"
"22615",1,"E07000010","E07000216"
"22616",2,"E07000010","E07000217"
"22617",1,"E07000010","E07000218"
"22618",7,"E07000010","E07000219"
"22619",9,"E07000010","E07000220"
"22620",3,"E07000010","E07000221"
"22621",5,"E07000010","E07000222"
"22622",1,"E07000010","E07000223"
"22623",2,"E07000010","E07000224"
"22624",6,"E07000010","E07000226"
"22625",3,"E07000010","E07000227"
"22626",1,"E07000010","E07000228"
"22627",1,"E07000010","E07000229"
"22628",2,"E07000010","E07000234"
"22629",7,"E07000010","E07000235"
"22630",2,"E07000010","E07000236"
"22631",1,"E07000010","E07000237"
"22632",4,"E07000010","E07000238"
"22633",8,"E07000010","E08000003"
"22634",2,"E07000010","E08000004"
"22635",6,"E07000010","E08000006"
"22636",1,"E07000010","E08000007"
"22637",2,"E07000010","E08000008"
"22638",4,"E07000010","E08000009"
"22639",1,"E07000010","E08000010"
"22640",1,"E07000010","E08000015"
"22641",1,"E07000010","E08000016"
"22642",8,"E07000010","E08000017"
"22643",2,"E07000010","E08000018"
"22644",9,"E07000010","E08000019"
"22645",2,"E07000010","E08000037"
"22646",2,"E07000010","E08000021"
"22647",14,"E07000010","E08000025"
"22648",9,"E07000010","E08000026"
"22649",4,"E07000010","E08000027"
"22650",5,"E07000010","E08000028"
"22651",2,"E07000010","E08000029"
"22652",26,"E07000010","E08000030"
"22653",2,"E07000010","E08000031"
"22654",5,"E07000010","E08000032"
"22655",1,"E07000010","E08000033"
"22656",2,"E07000010","E08000034"
"22657",9,"E07000010","E08000035"
"22658",5,"E07000010","E09000002"
"22659",17,"E07000010","E09000003"
"22660",2,"E07000010","E09000004"
"22661",7,"E07000010","E09000005"
"22662",2,"E07000010","E09000006"
"22663",64,"E07000010","E09000007"
"22664",8,"E07000010","E09000009"
"22665",33,"E07000010","E09000010"
"22666",2,"E07000010","E09000011"
"22667",10,"E07000010","E09000012"
"22668",4,"E07000010","E09000013"
"22669",14,"E07000010","E09000014"
"22670",4,"E07000010","E09000015"
"22671",6,"E07000010","E09000016"
"22672",21,"E07000010","E09000017"
"22673",10,"E07000010","E09000018"
"22674",42,"E07000010","E09000019"
"22675",4,"E07000010","E09000020"
"22676",2,"E07000010","E09000021"
"22677",8,"E07000010","E09000022"
"22678",2,"E07000010","E09000023"
"22679",6,"E07000010","E09000024"
"22680",17,"E07000010","E09000025"
"22681",2,"E07000010","E09000026"
"22682",6,"E07000010","E09000027"
"22683",22,"E07000010","E09000028"
"22684",5,"E07000010","E09000029"
"22685",38,"E07000010","E09000030"
"22686",13,"E07000010","E09000031"
"22687",7,"E07000010","E09000032"
"22688",157,"E07000010","E09000001,E09000033"
"22689",4764,"E07000010","OD0000001"
"22690",26,"E07000010","OD0000002"
"22691",4120,"E07000010","OD0000003"
"22692",38,"E07000010","OD0000004"
"22693",1,"E07000010","S12000006"
"22694",1,"E07000010","S12000013"
"22695",9,"E07000010","S12000047"
"22696",4,"E07000010","S12000017"
"22697",1,"E07000010","S12000021"
"22698",3,"E07000010","S12000048"
"22699",1,"E07000010","S12000028"
"22700",3,"E07000010","S12000029"
"22701",2,"E07000010","S12000033"
"22702",2,"E07000010","S12000034"
"22703",1,"E07000010","S12000035"
"22704",5,"E07000010","S12000036"
"22705",1,"E07000010","S12000050"
"22706",4,"E07000010","S12000049"
"22707",4,"E07000010","W06000002"
"22708",1,"E07000010","W06000008"
"22709",2,"E07000010","W06000011"
"22710",2,"E07000010","W06000013"
"22711",2,"E07000010","W06000014"
"22712",7,"E07000010","W06000015"
"22713",2,"E07000010","W06000018"
"22714",1,"E07000010","W06000022"
"22715",1,"E07000011","N09000003"
"22716",1,"E07000011","N09000005"
"22717",1,"E07000011","N09000009"
"22718",1,"E07000011","N09000006"
"22719",1,"E07000011","E06000003"
"22720",1,"E07000011","E06000004"
"22721",2,"E07000011","E06000006"
"22722",7,"E07000011","E06000007"
"22723",1,"E07000011","E06000008"
"22724",1,"E07000011","E06000009"
"22725",4,"E07000011","E06000010"
"22726",12,"E07000011","E06000011"
"22727",1,"E07000011","E06000012"
"22728",1,"E07000011","E06000013"
"22729",5,"E07000011","E06000014"
"22730",5,"E07000011","E06000015"
"22731",40,"E07000011","E06000016"
"22732",70,"E07000011","E06000017"
"22733",56,"E07000011","E06000018"
"22734",5,"E07000011","E06000019"
"22735",6,"E07000011","E06000020"
"22736",8,"E07000011","E06000021"
"22737",16,"E07000011","E06000022"
"22738",23,"E07000011","E06000023"
"22739",2,"E07000011","E06000024"
"22740",95,"E07000011","E06000025"
"22741",9,"E07000011","E06000026"
"22742",2,"E07000011","E06000027"
"22743",2,"E07000011","E06000058"
"22744",15,"E07000011","E06000030"
"22745",6026,"E07000011","E06000031"
"22746",184,"E07000011","E06000032"
"22747",8,"E07000011","E06000033"
"22748",14,"E07000011","E06000034"
"22749",3,"E07000011","E06000035"
"22750",22,"E07000011","E06000036"
"22751",12,"E07000011","E06000037"
"22752",19,"E07000011","E06000038"
"22753",29,"E07000011","E06000039"
"22754",17,"E07000011","E06000040"
"22755",10,"E07000011","E06000041"
"22756",510,"E07000011","E06000042"
"22757",4,"E07000011","E06000043"
"22758",5,"E07000011","E06000044"
"22759",10,"E07000011","E06000045"
"22760",1,"E07000011","E06000046"
"22761",6,"E07000011","E06000047"
"22762",6,"E07000011","E06000057"
"22763",10,"E07000011","E06000049"
"22764",2,"E07000011","E06000050"
"22765",24,"E07000011","E06000051"
"22766",65,"E07000011","E06000052,E06000053"
"22767",31,"E07000011","E06000054"
"22768",2520,"E07000011","E06000055"
"22769",1270,"E07000011","E06000056"
"22770",40,"E07000011","E07000004"
"22771",6,"E07000011","E07000005"
"22772",15,"E07000011","E07000006"
"22773",36,"E07000011","E07000007"
"22774",4716,"E07000011","E07000008"
"22775",549,"E07000011","E07000009"
"22776",842,"E07000011","E07000010"
"22777",40861,"E07000011","E07000011"
"22778",5830,"E07000011","E07000012"
"22779",1,"E07000011","E07000026"
"22780",47,"E07000011","E07000028"
"22781",6,"E07000011","E07000030"
"22782",5,"E07000011","E07000031"
"22783",4,"E07000011","E07000032"
"22784",1,"E07000011","E07000033"
"22785",3,"E07000011","E07000034"
"22786",2,"E07000011","E07000036"
"22787",1,"E07000011","E07000037"
"22788",1,"E07000011","E07000038"
"22789",4,"E07000011","E07000039"
"22790",3,"E07000011","E07000040"
"22791",3,"E07000011","E07000043"
"22792",8,"E07000011","E07000044"
"22793",1,"E07000011","E07000045"
"22794",2,"E07000011","E07000046"
"22795",1,"E07000011","E07000047"
"22796",1,"E07000011","E06000059"
"22797",1,"E07000011","E06000059"
"22798",2,"E07000011","E07000061"
"22799",5,"E07000011","E07000063"
"22800",5,"E07000011","E07000065"
"22801",33,"E07000011","E07000066"
"22802",33,"E07000011","E07000067"
"22803",16,"E07000011","E07000068"
"22804",5,"E07000011","E07000069"
"22805",28,"E07000011","E07000070"
"22806",26,"E07000011","E07000071"
"22807",32,"E07000011","E07000072"
"22808",32,"E07000011","E07000073"
"22809",2,"E07000011","E07000074"
"22810",3,"E07000011","E07000075"
"22811",4,"E07000011","E07000076"
"22812",166,"E07000011","E07000077"
"22813",3,"E07000011","E07000078"
"22814",4,"E07000011","E07000079"
"22815",9,"E07000011","E07000081"
"22816",9,"E07000011","E07000082"
"22817",5,"E07000011","E07000083"
"22818",16,"E07000011","E07000084"
"22819",6,"E07000011","E07000085"
"22820",3,"E07000011","E07000086"
"22821",6,"E07000011","E07000087"
"22822",7,"E07000011","E07000088"
"22823",9,"E07000011","E07000089"
"22824",7,"E07000011","E07000091"
"22825",18,"E07000011","E07000092"
"22826",1,"E07000011","E07000093"
"22827",6,"E07000011","E07000094"
"22828",76,"E07000011","E07000095"
"22829",49,"E07000011","E07000096"
"22830",115,"E07000011","E07000242"
"22831",55,"E07000011","E07000098"
"22832",531,"E07000011","E07000099"
"22833",78,"E07000011","E07000240"
"22834",370,"E07000011","E07000243"
"22835",23,"E07000011","E07000102"
"22836",28,"E07000011","E07000103"
"22837",301,"E07000011","E07000241"
"22838",5,"E07000011","E07000105"
"22839",1,"E07000011","E07000106"
"22840",3,"E07000011","E07000107"
"22841",1,"E07000011","E07000108"
"22842",7,"E07000011","E07000110"
"22843",3,"E07000011","E07000111"
"22844",3,"E07000011","E07000112"
"22845",7,"E07000011","E07000114"
"22846",2,"E07000011","E07000115"
"22847",1,"E07000011","E07000118"
"22848",7,"E07000011","E07000119"
"22849",3,"E07000011","E07000121"
"22850",2,"E07000011","E07000123"
"22851",1,"E07000011","E07000124"
"22852",1,"E07000011","E07000125"
"22853",3,"E07000011","E07000126"
"22854",20,"E07000011","E07000129"
"22855",14,"E07000011","E07000130"
"22856",18,"E07000011","E07000131"
"22857",5,"E07000011","E07000132"
"22858",11,"E07000011","E07000133"
"22859",13,"E07000011","E07000134"
"22860",3,"E07000011","E07000135"
"22861",10,"E07000011","E07000136"
"22862",14,"E07000011","E07000137"
"22863",7,"E07000011","E07000138"
"22864",73,"E07000011","E07000139"
"22865",77,"E07000011","E07000140"
"22866",294,"E07000011","E07000141"
"22867",5,"E07000011","E07000142"
"22868",29,"E07000011","E07000143"
"22869",17,"E07000011","E07000144"
"22870",3,"E07000011","E07000145"
"22871",100,"E07000011","E07000146"
"22872",3,"E07000011","E07000147"
"22873",42,"E07000011","E07000148"
"22874",25,"E07000011","E07000149"
"22875",108,"E07000011","E07000150"
"22876",39,"E07000011","E07000151"
"22877",443,"E07000011","E07000152"
"22878",129,"E07000011","E07000153"
"22879",207,"E07000011","E07000154"
"22880",53,"E07000011","E07000155"
"22881",100,"E07000011","E07000156"
"22882",4,"E07000011","E07000163"
"22883",4,"E07000011","E07000164"
"22884",9,"E07000011","E07000165"
"22885",1,"E07000011","E07000166"
"22886",1,"E07000011","E07000168"
"22887",3,"E07000011","E07000169"
"22888",3,"E07000011","E07000170"
"22889",4,"E07000011","E07000171"
"22890",2,"E07000011","E07000172"
"22891",2,"E07000011","E07000174"
"22892",5,"E07000011","E07000175"
"22893",6,"E07000011","E07000176"
"22894",18,"E07000011","E07000177"
"22895",14,"E07000011","E07000178"
"22896",15,"E07000011","E07000179"
"22897",18,"E07000011","E07000180"
"22898",7,"E07000011","E07000181"
"22899",1,"E07000011","E07000187"
"22900",2,"E07000011","E07000188"
"22901",2,"E07000011","E07000189"
"22902",4,"E07000011","E07000246"
"22903",4,"E07000011","E07000192"
"22904",13,"E07000011","E07000193"
"22905",6,"E07000011","E07000194"
"22906",2,"E07000011","E07000195"
"22907",8,"E07000011","E07000197"
"22908",2,"E07000011","E07000198"
"22909",2,"E07000011","E07000199"
"22910",14,"E07000011","E07000200"
"22911",154,"E07000011","E07000245"
"22912",20,"E07000011","E07000202"
"22913",31,"E07000011","E07000203"
"22914",124,"E07000011","E07000245"
"22915",19,"E07000011","E07000244"
"22916",6,"E07000011","E07000244"
"22917",12,"E07000011","E07000207"
"22918",6,"E07000011","E07000208"
"22919",11,"E07000011","E07000209"
"22920",13,"E07000011","E07000210"
"22921",15,"E07000011","E07000211"
"22922",9,"E07000011","E07000212"
"22923",5,"E07000011","E07000213"
"22924",14,"E07000011","E07000214"
"22925",6,"E07000011","E07000215"
"22926",5,"E07000011","E07000216"
"22927",12,"E07000011","E07000217"
"22928",13,"E07000011","E07000218"
"22929",6,"E07000011","E07000219"
"22930",17,"E07000011","E07000220"
"22931",11,"E07000011","E07000221"
"22932",19,"E07000011","E07000222"
"22933",1,"E07000011","E07000223"
"22934",3,"E07000011","E07000224"
"22935",12,"E07000011","E07000225"
"22936",26,"E07000011","E07000226"
"22937",3,"E07000011","E07000227"
"22938",3,"E07000011","E07000228"
"22939",4,"E07000011","E07000234"
"22940",1,"E07000011","E07000235"
"22941",1,"E07000011","E07000236"
"22942",5,"E07000011","E07000237"
"22943",4,"E07000011","E07000238"
"22944",1,"E07000011","E07000239"
"22945",2,"E07000011","E08000001"
"22946",2,"E07000011","E08000002"
"22947",18,"E07000011","E08000003"
"22948",3,"E07000011","E08000004"
"22949",10,"E07000011","E08000005"
"22950",10,"E07000011","E08000006"
"22951",5,"E07000011","E08000007"
"22952",12,"E07000011","E08000009"
"22953",2,"E07000011","E08000010"
"22954",4,"E07000011","E08000011"
"22955",9,"E07000011","E08000012"
"22956",6,"E07000011","E08000013"
"22957",2,"E07000011","E08000014"
"22958",1,"E07000011","E08000015"
"22959",2,"E07000011","E08000016"
"22960",7,"E07000011","E08000017"
"22961",4,"E07000011","E08000018"
"22962",23,"E07000011","E08000019"
"22963",6,"E07000011","E08000021"
"22964",3,"E07000011","E08000022"
"22965",1,"E07000011","E08000023"
"22966",3,"E07000011","E08000024"
"22967",43,"E07000011","E08000025"
"22968",26,"E07000011","E08000026"
"22969",3,"E07000011","E08000027"
"22970",8,"E07000011","E08000028"
"22971",12,"E07000011","E08000029"
"22972",13,"E07000011","E08000030"
"22973",9,"E07000011","E08000031"
"22974",10,"E07000011","E08000032"
"22975",6,"E07000011","E08000033"
"22976",9,"E07000011","E08000034"
"22977",23,"E07000011","E08000035"
"22978",4,"E07000011","E08000036"
"22979",9,"E07000011","E09000002"
"22980",67,"E07000011","E09000003"
"22981",5,"E07000011","E09000004"
"22982",34,"E07000011","E09000005"
"22983",6,"E07000011","E09000006"
"22984",358,"E07000011","E09000007"
"22985",12,"E07000011","E09000008"
"22986",31,"E07000011","E09000009"
"22987",77,"E07000011","E09000010"
"22988",9,"E07000011","E09000011"
"22989",60,"E07000011","E09000012"
"22990",72,"E07000011","E09000013"
"22991",43,"E07000011","E09000014"
"22992",20,"E07000011","E09000015"
"22993",17,"E07000011","E09000016"
"22994",57,"E07000011","E09000017"
"22995",46,"E07000011","E09000018"
"22996",253,"E07000011","E09000019"
"22997",58,"E07000011","E09000020"
"22998",8,"E07000011","E09000021"
"22999",70,"E07000011","E09000022"
"23000",5,"E07000011","E09000023"
"23001",6,"E07000011","E09000024"
"23002",25,"E07000011","E09000025"
"23003",8,"E07000011","E09000026"
"23004",18,"E07000011","E09000027"
"23005",156,"E07000011","E09000028"
"23006",12,"E07000011","E09000029"
"23007",245,"E07000011","E09000030"
"23008",17,"E07000011","E09000031"
"23009",24,"E07000011","E09000032"
"23010",1329,"E07000011","E09000001,E09000033"
"23011",10346,"E07000011","OD0000001"
"23012",80,"E07000011","OD0000002"
"23013",6341,"E07000011","OD0000003"
"23014",132,"E07000011","OD0000004"
"23015",1,"E07000011","S12000011"
"23016",1,"E07000011","S12000013"
"23017",1,"E07000011","S12000014"
"23018",2,"E07000011","S12000047"
"23019",1,"E07000011","S12000017"
"23020",3,"E07000011","S12000020"
"23021",3,"E07000011","S12000021"
"23022",3,"E07000011","S12000048"
"23023",1,"E07000011","S12000027"
"23024",3,"E07000011","S12000028"
"23025",4,"E07000011","S12000029"
"23026",1,"E07000011","S12000030"
"23027",5,"E07000011","S12000033"
"23028",2,"E07000011","S12000034"
"23029",5,"E07000011","S12000035"
"23030",6,"E07000011","S12000036"
"23031",1,"E07000011","S12000038"
"23032",1,"E07000011","S12000041"
"23033",2,"E07000011","S12000042"
"23034",3,"E07000011","S12000050"
"23035",6,"E07000011","S12000049"
"23036",2,"E07000011","W06000001"
"23037",5,"E07000011","W06000005"
"23038",5,"E07000011","W06000006"
"23039",3,"E07000011","W06000009"
"23040",1,"E07000011","W06000010"
"23041",1,"E07000011","W06000011"
"23042",1,"E07000011","W06000013"
"23043",2,"E07000011","W06000014"
"23044",5,"E07000011","W06000015"
"23045",2,"E07000011","W06000018"
"23046",2,"E07000011","W06000023"
"23047",2,"E07000012","N09000003"
