"","Flow","From","To"
"94672",3,"E09000022","E08000008"
"94673",18,"E09000022","E08000009"
"94674",13,"E09000022","E08000010"
"94675",2,"E09000022","E08000011"
"94676",17,"E09000022","E08000012"
"94677",3,"E09000022","E08000013"
"94678",2,"E09000022","E08000014"
"94679",2,"E09000022","E08000015"
"94680",1,"E09000022","E08000016"
"94681",3,"E09000022","E08000017"
"94682",2,"E09000022","E08000018"
"94683",14,"E09000022","E08000019"
"94684",2,"E09000022","E08000037"
"94685",14,"E09000022","E08000021"
"94686",1,"E09000022","E08000022"
"94687",3,"E09000022","E08000024"
"94688",58,"E09000022","E08000025"
"94689",16,"E09000022","E08000026"
"94690",18,"E09000022","E08000027"
"94691",26,"E09000022","E08000028"
"94692",5,"E09000022","E08000029"
"94693",3,"E09000022","E08000030"
"94694",16,"E09000022","E08000031"
"94695",16,"E09000022","E08000032"
"94696",4,"E09000022","E08000033"
"94697",6,"E09000022","E08000034"
"94698",41,"E09000022","E08000035"
"94699",83,"E09000022","E09000002"
"94700",540,"E09000022","E09000003"
"94701",227,"E09000022","E09000004"
"94702",612,"E09000022","E09000005"
"94703",1007,"E09000022","E09000006"
"94704",9995,"E09000022","E09000007"
"94705",2867,"E09000022","E09000008"
"94706",775,"E09000022","E09000009"
"94707",297,"E09000022","E09000010"
"94708",702,"E09000022","E09000011"
"94709",1934,"E09000022","E09000012"
"94710",3995,"E09000022","E09000013"
"94711",452,"E09000022","E09000014"
"94712",127,"E09000022","E09000015"
"94713",75,"E09000022","E09000016"
"94714",508,"E09000022","E09000017"
"94715",1214,"E09000022","E09000018"
"94716",5235,"E09000022","E09000019"
"94717",4996,"E09000022","E09000020"
"94718",792,"E09000022","E09000021"
"94719",20718,"E09000022","E09000022"
"94720",1503,"E09000022","E09000023"
"94721",2287,"E09000022","E09000024"
"94722",597,"E09000022","E09000025"
"94723",93,"E09000022","E09000026"
"94724",953,"E09000022","E09000027"
"94725",10682,"E09000022","E09000028"
"94726",856,"E09000022","E09000029"
"94727",5540,"E09000022","E09000030"
"94728",282,"E09000022","E09000031"
"94729",8639,"E09000022","E09000032"
"94730",41618,"E09000022","E09000001,E09000033"
"94731",14039,"E09000022","OD0000001"
"94732",269,"E09000022","OD0000002"
"94733",16485,"E09000022","OD0000003"
"94734",198,"E09000022","OD0000004"
"94735",2,"E09000022","S12000006"
"94736",1,"E09000022","S12000047"
"94737",3,"E09000022","S12000017"
"94738",1,"E09000022","S12000019"
"94739",2,"E09000022","S12000020"
"94740",2,"E09000022","S12000048"
"94741",1,"E09000022","S12000026"
"94742",9,"E09000022","S12000029"
"94743",3,"E09000022","S12000030"
"94744",3,"E09000022","S12000033"
"94745",4,"E09000022","S12000035"
"94746",12,"E09000022","S12000036"
"94747",2,"E09000022","S12000038"
"94748",1,"E09000022","S12000039"
"94749",2,"E09000022","S12000040"
"94750",11,"E09000022","S12000050"
"94751",1,"E09000022","S12000045"
"94752",7,"E09000022","S12000049"
"94753",1,"E09000022","W06000001"
"94754",1,"E09000022","W06000002"
"94755",1,"E09000022","W06000003"
"94756",1,"E09000022","W06000004"
"94757",4,"E09000022","W06000005"
"94758",1,"E09000022","W06000006"
"94759",1,"E09000022","W06000009"
"94760",1,"E09000022","W06000010"
"94761",9,"E09000022","W06000011"
"94762",1,"E09000022","W06000012"
"94763",5,"E09000022","W06000014"
"94764",15,"E09000022","W06000015"
"94765",5,"E09000022","W06000016"
"94766",3,"E09000022","W06000018"
"94767",3,"E09000022","W06000019"
"94768",1,"E09000022","W06000020"
"94769",1,"E09000022","W06000021"
"94770",3,"E09000022","W06000022"
"94771",1,"E09000022","W06000024"
"94772",1,"E09000023","N09000002"
"94773",6,"E09000023","N09000003"
"94774",1,"E09000023","E06000001"
"94775",1,"E09000023","E06000002"
"94776",5,"E09000023","E06000004"
"94777",2,"E09000023","E06000005"
"94778",6,"E09000023","E06000007"
"94779",6,"E09000023","E06000008"
"94780",1,"E09000023","E06000010"
"94781",3,"E09000023","E06000011"
"94782",5,"E09000023","E06000012"
"94783",3,"E09000023","E06000014"
"94784",11,"E09000023","E06000015"
"94785",32,"E09000023","E06000016"
"94786",11,"E09000023","E06000018"
"94787",3,"E09000023","E06000020"
"94788",6,"E09000023","E06000021"
"94789",39,"E09000023","E06000022"
"94790",16,"E09000023","E06000023"
"94791",4,"E09000023","E06000024"
"94792",46,"E09000023","E06000025"
"94793",8,"E09000023","E06000026"
"94794",4,"E09000023","E06000058"
"94795",13,"E09000023","E06000058"
"94796",13,"E09000023","E06000030"
"94797",25,"E09000023","E06000031"
"94798",30,"E09000023","E06000032"
"94799",52,"E09000023","E06000033"
"94800",90,"E09000023","E06000034"
"94801",139,"E09000023","E06000035"
"94802",22,"E09000023","E06000036"
"94803",39,"E09000023","E06000037"
"94804",38,"E09000023","E06000038"
"94805",70,"E09000023","E06000039"
"94806",39,"E09000023","E06000040"
"94807",25,"E09000023","E06000041"
"94808",23,"E09000023","E06000042"
"94809",48,"E09000023","E06000043"
"94810",6,"E09000023","E06000044"
"94811",9,"E09000023","E06000045"
"94812",2,"E09000023","E06000046"
"94813",2,"E09000023","E06000047"
"94814",1,"E09000023","E06000057"
"94815",3,"E09000023","E06000049"
"94816",3,"E09000023","E06000050"
"94817",16,"E09000023","E06000051"
"94818",12,"E09000023","E06000052,E06000053"
"94819",23,"E09000023","E06000054"
"94820",9,"E09000023","E06000055"
"94821",35,"E09000023","E06000056"
"94822",4,"E09000023","E07000004"
"94823",6,"E09000023","E07000005"
"94824",39,"E09000023","E07000006"
"94825",31,"E09000023","E07000007"
"94826",13,"E09000023","E07000008"
"94827",4,"E09000023","E07000010"
"94828",11,"E09000023","E07000011"
"94829",25,"E09000023","E07000012"
"94830",3,"E09000023","E07000028"
"94831",1,"E09000023","E07000030"
"94832",11,"E09000023","E07000032"
"94833",4,"E09000023","E07000033"
"94834",1,"E09000023","E07000034"
"94835",2,"E09000023","E07000036"
"94836",2,"E09000023","E07000037"
"94837",2,"E09000023","E07000039"
"94838",3,"E09000023","E07000040"
"94839",1,"E09000023","E07000041"
"94840",1,"E09000023","E07000043"
"94841",4,"E09000023","E07000044"
"94842",4,"E09000023","E07000045"
"94843",1,"E09000023","E07000047"
"94844",2,"E09000023","E06000059"
"94845",1,"E09000023","E06000059"
"94846",7,"E09000023","E06000059"
"94847",7,"E09000023","E07000061"
"94848",11,"E09000023","E07000062"
"94849",7,"E09000023","E07000063"
"94850",6,"E09000023","E07000064"
"94851",13,"E09000023","E07000065"
"94852",60,"E09000023","E07000066"
"94853",9,"E09000023","E07000067"
"94854",45,"E09000023","E07000068"
"94855",22,"E09000023","E07000069"
"94856",35,"E09000023","E07000070"
"94857",19,"E09000023","E07000071"
"94858",94,"E09000023","E07000072"
"94859",20,"E09000023","E07000073"
"94860",2,"E09000023","E07000074"
"94861",10,"E09000023","E07000075"
"94862",3,"E09000023","E07000076"
"94863",14,"E09000023","E07000077"
"94864",5,"E09000023","E07000078"
"94865",3,"E09000023","E07000079"
"94866",3,"E09000023","E07000080"
"94867",5,"E09000023","E07000081"
"94868",7,"E09000023","E07000083"
"94869",28,"E09000023","E07000084"
"94870",23,"E09000023","E07000085"
"94871",3,"E09000023","E07000086"
"94872",10,"E09000023","E07000087"
"94873",2,"E09000023","E07000088"
"94874",12,"E09000023","E07000089"
"94875",3,"E09000023","E07000090"
"94876",6,"E09000023","E07000091"
"94877",19,"E09000023","E07000092"
"94878",4,"E09000023","E07000093"
"94879",9,"E09000023","E07000094"
"94880",33,"E09000023","E07000095"
"94881",27,"E09000023","E07000096"
"94882",26,"E09000023","E07000242"
"94883",37,"E09000023","E07000098"
"94884",8,"E09000023","E07000099"
"94885",21,"E09000023","E07000240"
"94886",26,"E09000023","E07000243"
"94887",31,"E09000023","E07000102"
"94888",80,"E09000023","E07000103"
"94889",58,"E09000023","E07000241"
"94890",29,"E09000023","E07000105"
"94891",43,"E09000023","E07000106"
"94892",515,"E09000023","E07000107"
"94893",9,"E09000023","E07000108"
"94894",100,"E09000023","E07000109"
"94895",99,"E09000023","E07000110"
"94896",231,"E09000023","E07000111"
"94897",6,"E09000023","E07000112"
"94898",22,"E09000023","E07000113"
"94899",7,"E09000023","E07000114"
"94900",103,"E09000023","E07000115"
"94901",63,"E09000023","E07000116"
"94902",7,"E09000023","E07000118"
"94903",8,"E09000023","E07000123"
"94904",2,"E09000023","E07000124"
"94905",2,"E09000023","E07000126"
"94906",2,"E09000023","E07000127"
"94907",3,"E09000023","E07000129"
"94908",5,"E09000023","E07000130"
"94909",1,"E09000023","E07000132"
"94910",4,"E09000023","E07000134"
"94911",2,"E09000023","E07000137"
"94912",1,"E09000023","E07000138"
"94913",1,"E09000023","E07000139"
"94914",2,"E09000023","E07000140"
"94915",2,"E09000023","E07000141"
"94916",2,"E09000023","E07000142"
"94917",5,"E09000023","E07000143"
"94918",1,"E09000023","E07000144"
"94919",1,"E09000023","E07000145"
"94920",5,"E09000023","E07000146"
"94921",6,"E09000023","E07000148"
"94922",1,"E09000023","E07000149"
"94923",1,"E09000023","E07000150"
"94924",8,"E09000023","E07000151"
"94925",2,"E09000023","E07000152"
"94926",3,"E09000023","E07000153"
"94927",28,"E09000023","E07000154"
"94928",4,"E09000023","E07000155"
"94929",18,"E09000023","E07000156"
"94930",2,"E09000023","E07000164"
"94931",2,"E09000023","E07000165"
"94932",7,"E09000023","E07000166"
"94933",1,"E09000023","E07000169"
"94934",6,"E09000023","E07000170"
"94935",2,"E09000023","E07000172"
"94936",1,"E09000023","E07000173"
"94937",1,"E09000023","E07000174"
"94938",1,"E09000023","E07000175"
"94939",6,"E09000023","E07000177"
"94940",32,"E09000023","E07000178"
"94941",15,"E09000023","E07000179"
"94942",34,"E09000023","E07000180"
"94943",5,"E09000023","E07000181"
"94944",2,"E09000023","E07000187"
"94945",8,"E09000023","E07000189"
"94946",3,"E09000023","E07000246"
"94947",1,"E09000023","E07000246"
"94948",2,"E09000023","E07000192"
"94949",4,"E09000023","E07000193"
"94950",1,"E09000023","E07000194"
"94951",2,"E09000023","E07000195"
"94952",5,"E09000023","E07000196"
"94953",6,"E09000023","E07000197"
"94954",2,"E09000023","E07000198"
"94955",3,"E09000023","E07000199"
"94956",2,"E09000023","E07000200"
"94957",2,"E09000023","E07000245"
"94958",6,"E09000023","E07000202"
"94959",6,"E09000023","E07000245"
"94960",3,"E09000023","E07000244"
"94961",4,"E09000023","E07000244"
"94962",57,"E09000023","E07000207"
"94963",64,"E09000023","E07000208"
"94964",42,"E09000023","E07000209"
"94965",57,"E09000023","E07000210"
"94966",164,"E09000023","E07000211"
"94967",48,"E09000023","E07000212"
"94968",44,"E09000023","E07000213"
"94969",27,"E09000023","E07000214"
"94970",79,"E09000023","E07000215"
"94971",39,"E09000023","E07000216"
"94972",52,"E09000023","E07000217"
"94973",2,"E09000023","E07000218"
"94974",3,"E09000023","E07000220"
"94975",10,"E09000023","E07000221"
"94976",7,"E09000023","E07000222"
"94977",3,"E09000023","E07000223"
"94978",3,"E09000023","E07000224"
"94979",9,"E09000023","E07000225"
"94980",182,"E09000023","E07000226"
"94981",32,"E09000023","E07000227"
"94982",15,"E09000023","E07000228"
"94983",7,"E09000023","E07000229"
"94984",2,"E09000023","E07000234"
"94985",4,"E09000023","E07000237"
"94986",6,"E09000023","E07000238"
"94987",3,"E09000023","E08000001"
"94988",1,"E09000023","E08000002"
"94989",27,"E09000023","E08000003"
"94990",2,"E09000023","E08000004"
"94991",16,"E09000023","E08000006"
"94992",10,"E09000023","E08000007"
"94993",1,"E09000023","E08000008"
"94994",8,"E09000023","E08000009"
"94995",5,"E09000023","E08000010"
"94996",1,"E09000023","E08000011"
"94997",23,"E09000023","E08000012"
"94998",3,"E09000023","E08000014"
"94999",2,"E09000023","E08000015"
"95000",1,"E09000023","E08000016"
"95001",1,"E09000023","E08000017"
"95002",4,"E09000023","E08000018"
"95003",11,"E09000023","E08000019"
"95004",2,"E09000023","E08000037"
"95005",16,"E09000023","E08000021"
"95006",6,"E09000023","E08000022"
"95007",6,"E09000023","E08000024"
"95008",33,"E09000023","E08000025"
"95009",7,"E09000023","E08000026"
"95010",13,"E09000023","E08000027"
"95011",15,"E09000023","E08000028"
"95012",9,"E09000023","E08000029"
"95013",4,"E09000023","E08000030"
"95014",8,"E09000023","E08000031"
"95015",12,"E09000023","E08000032"
"95016",12,"E09000023","E08000034"
"95017",39,"E09000023","E08000035"
"95018",3,"E09000023","E08000036"
"95019",156,"E09000023","E09000002"
"95020",411,"E09000023","E09000003"
"95021",1293,"E09000023","E09000004"
"95022",475,"E09000023","E09000005"
"95023",6437,"E09000023","E09000006"
"95024",6021,"E09000023","E09000007"
"95025",2164,"E09000023","E09000008"
"95026",495,"E09000023","E09000009"
"95027",287,"E09000023","E09000010"
"95028",5360,"E09000023","E09000011"
"95029",1640,"E09000023","E09000012"
"95030",1587,"E09000023","E09000013"
"95031",347,"E09000023","E09000014"
"95032",88,"E09000023","E09000015"
"95033",106,"E09000023","E09000016"
"95034",246,"E09000023","E09000017"
"95035",409,"E09000023","E09000018"
"95036",3388,"E09000023","E09000019"
"95037",1878,"E09000023","E09000020"
"95038",203,"E09000023","E09000021"
"95039",5955,"E09000023","E09000022"
"95040",20625,"E09000023","E09000023"
"95041",651,"E09000023","E09000024"
"95042",1163,"E09000023","E09000025"
"95043",186,"E09000023","E09000026"
"95044",279,"E09000023","E09000027"
"95045",11735,"E09000023","E09000028"
"95046",512,"E09000023","E09000029"
"95047",6228,"E09000023","E09000030"
"95048",345,"E09000023","E09000031"
"95049",1958,"E09000023","E09000032"
"95050",22769,"E09000023","E09000001,E09000033"
"95051",11509,"E09000023","OD0000001"
"95052",199,"E09000023","OD0000002"
"95053",14320,"E09000023","OD0000003"
"95054",172,"E09000023","OD0000004"
"95055",2,"E09000023","S12000006"
"95056",1,"E09000023","S12000008"
"95057",2,"E09000023","S12000010"
"95058",2,"E09000023","S12000014"
"95059",5,"E09000023","S12000047"
"95060",2,"E09000023","S12000017"
"95061",3,"E09000023","S12000021"
"95062",1,"E09000023","S12000048"
"95063",7,"E09000023","S12000029"
"95064",2,"E09000023","S12000030"
"95065",9,"E09000023","S12000033"
"95066",9,"E09000023","S12000036"
"95067",1,"E09000023","S12000038"
"95068",2,"E09000023","S12000040"
"95069",2,"E09000023","S12000041"
"95070",13,"E09000023","S12000050"
"95071",12,"E09000023","S12000049"
"95072",3,"E09000023","W06000005"
"95073",1,"E09000023","W06000008"
"95074",6,"E09000023","W06000009"
"95075",2,"E09000023","W06000010"
"95076",2,"E09000023","W06000011"
"95077",4,"E09000023","W06000014"
"95078",13,"E09000023","W06000015"
"95079",4,"E09000023","W06000016"
"95080",4,"E09000023","W06000019"
"95081",6,"E09000023","W06000022"
"95082",2,"E09000023","W06000023"
"95083",2,"E09000023","W06000024"
"95084",1,"E09000024","N09000002"
"95085",2,"E09000024","N09000003"
"95086",2,"E09000024","N09000001"
"95087",1,"E09000024","E06000002"
"95088",6,"E09000024","E06000004"
"95089",1,"E09000024","E06000005"
"95090",11,"E09000024","E06000007"
"95091",3,"E09000024","E06000010"
"95092",2,"E09000024","E06000011"
"95093",2,"E09000024","E06000012"
"95094",1,"E09000024","E06000013"
"95095",6,"E09000024","E06000014"
"95096",11,"E09000024","E06000016"
"95097",1,"E09000024","E06000017"
"95098",9,"E09000024","E06000018"
"95099",4,"E09000024","E06000019"
"95100",4,"E09000024","E06000020"
"95101",3,"E09000024","E06000021"
"95102",26,"E09000024","E06000022"
"95103",7,"E09000024","E06000023"
"95104",7,"E09000024","E06000024"
"95105",31,"E09000024","E06000025"
"95106",10,"E09000024","E06000026"
"95107",3,"E09000024","E06000058"
"95108",16,"E09000024","E06000058"
"95109",13,"E09000024","E06000030"
"95110",14,"E09000024","E06000031"
"95111",20,"E09000024","E06000032"
"95112",7,"E09000024","E06000033"
"95113",13,"E09000024","E06000034"
"95114",15,"E09000024","E06000035"
"95115",68,"E09000024","E06000036"
"95116",25,"E09000024","E06000037"
"95117",62,"E09000024","E06000038"
"95118",122,"E09000024","E06000039"
"95119",99,"E09000024","E06000040"
"95120",54,"E09000024","E06000041"
"95121",15,"E09000024","E06000042"
"95122",26,"E09000024","E06000043"
"95123",17,"E09000024","E06000044"
"95124",11,"E09000024","E06000045"
"95125",2,"E09000024","E06000046"
"95126",2,"E09000024","E06000047"
"95127",1,"E09000024","E06000057"
"95128",5,"E09000024","E06000049"
"95129",4,"E09000024","E06000050"
"95130",3,"E09000024","E06000051"
"95131",9,"E09000024","E06000052,E06000053"
"95132",21,"E09000024","E06000054"
"95133",5,"E09000024","E06000055"
"95134",8,"E09000024","E06000056"
"95135",9,"E09000024","E07000004"
"95136",8,"E09000024","E07000005"
"95137",39,"E09000024","E07000006"
"95138",43,"E09000024","E07000007"
"95139",21,"E09000024","E07000008"
"95140",3,"E09000024","E07000009"
"95141",3,"E09000024","E07000010"
"95142",1,"E09000024","E07000011"
"95143",9,"E09000024","E07000012"
"95144",1,"E09000024","E07000028"
"95145",1,"E09000024","E07000029"
"95146",1,"E09000024","E07000030"
"95147",2,"E09000024","E07000032"
"95148",4,"E09000024","E07000033"
"95149",2,"E09000024","E07000034"
"95150",1,"E09000024","E07000036"
"95151",8,"E09000024","E07000041"
"95152",1,"E09000024","E07000043"
"95153",1,"E09000024","E07000044"
"95154",2,"E09000024","E07000045"
"95155",4,"E09000024","E07000046"
"95156",2,"E09000024","E06000059"
"95157",3,"E09000024","E06000059"
"95158",1,"E09000024","E06000059"
"95159",6,"E09000024","E07000061"
"95160",4,"E09000024","E07000062"
"95161",9,"E09000024","E07000063"
"95162",3,"E09000024","E07000064"
"95163",10,"E09000024","E07000065"
"95164",15,"E09000024","E07000066"
"95165",4,"E09000024","E07000067"
"95166",13,"E09000024","E07000068"
"95167",1,"E09000024","E07000069"
"95168",16,"E09000024","E07000070"
"95169",6,"E09000024","E07000071"
"95170",19,"E09000024","E07000072"
"95171",7,"E09000024","E07000073"
"95172",2,"E09000024","E07000074"
"95173",2,"E09000024","E07000075"
"95174",2,"E09000024","E07000076"
"95175",3,"E09000024","E07000077"
"95176",14,"E09000024","E07000078"
"95177",4,"E09000024","E07000079"
"95178",2,"E09000024","E07000080"
"95179",3,"E09000024","E07000082"
"95180",2,"E09000024","E07000083"
"95181",59,"E09000024","E07000084"
"95182",23,"E09000024","E07000085"
"95183",6,"E09000024","E07000086"
"95184",9,"E09000024","E07000087"
"95185",1,"E09000024","E07000088"
"95186",53,"E09000024","E07000089"
"95187",5,"E09000024","E07000090"
"95188",3,"E09000024","E07000091"
"95189",95,"E09000024","E07000092"
"95190",9,"E09000024","E07000093"
"95191",13,"E09000024","E07000094"
"95192",16,"E09000024","E07000095"
"95193",22,"E09000024","E07000096"
"95194",4,"E09000024","E07000242"
"95195",40,"E09000024","E07000098"
"95196",9,"E09000024","E07000099"
"95197",22,"E09000024","E07000240"
"95198",19,"E09000024","E07000243"
"95199",24,"E09000024","E07000102"
"95200",38,"E09000024","E07000103"
"95201",34,"E09000024","E07000241"
"95202",7,"E09000024","E07000105"
"95203",14,"E09000024","E07000106"
"95204",60,"E09000024","E07000107"
"95205",4,"E09000024","E07000108"
"95206",3,"E09000024","E07000109"
"95207",7,"E09000024","E07000110"
"95208",49,"E09000024","E07000111"
"95209",2,"E09000024","E07000112"
"95210",3,"E09000024","E07000113"
"95211",5,"E09000024","E07000114"
"95212",28,"E09000024","E07000115"
"95213",15,"E09000024","E07000116"
"95214",2,"E09000024","E07000119"
"95215",1,"E09000024","E07000120"
"95216",2,"E09000024","E07000121"
"95217",10,"E09000024","E07000123"
"95218",2,"E09000024","E07000126"
"95219",1,"E09000024","E07000128"
"95220",2,"E09000024","E07000129"
"95221",2,"E09000024","E07000130"
"95222",2,"E09000024","E07000134"
"95223",1,"E09000024","E07000139"
"95224",1,"E09000024","E07000140"
"95225",2,"E09000024","E07000141"
"95226",5,"E09000024","E07000143"
"95227",1,"E09000024","E07000144"
"95228",1,"E09000024","E07000145"
"95229",3,"E09000024","E07000146"
"95230",2,"E09000024","E07000147"
"95231",1,"E09000024","E07000148"
"95232",1,"E09000024","E07000150"
"95233",1,"E09000024","E07000151"
"95234",2,"E09000024","E07000153"
"95235",9,"E09000024","E07000154"
"95236",2,"E09000024","E07000155"
"95237",5,"E09000024","E07000156"
"95238",2,"E09000024","E07000165"
"95239",6,"E09000024","E07000166"
"95240",2,"E09000024","E07000167"
"95241",3,"E09000024","E07000170"
"95242",2,"E09000024","E07000176"
"95243",7,"E09000024","E07000177"
"95244",20,"E09000024","E07000178"
"95245",20,"E09000024","E07000179"
"95246",12,"E09000024","E07000180"
"95247",5,"E09000024","E07000181"
"95248",5,"E09000024","E07000187"
"95249",3,"E09000024","E07000188"
"95250",1,"E09000024","E07000189"
"95251",1,"E09000024","E07000246"
"95252",5,"E09000024","E07000192"
"95253",1,"E09000024","E07000193"
"95254",1,"E09000024","E07000194"
"95255",1,"E09000024","E07000197"
"95256",1,"E09000024","E07000200"
"95257",1,"E09000024","E07000245"
"95258",2,"E09000024","E07000202"
"95259",4,"E09000024","E07000203"
"95260",2,"E09000024","E07000245"
"95261",2,"E09000024","E07000244"
"95262",2,"E09000024","E07000244"
"95263",829,"E09000024","E07000207"
"95264",749,"E09000024","E07000208"
"95265",450,"E09000024","E07000209"
"95266",712,"E09000024","E07000210"
"95267",650,"E09000024","E07000211"
"95268",327,"E09000024","E07000212"
"95269",200,"E09000024","E07000213"
"95270",93,"E09000024","E07000214"
"95271",136,"E09000024","E07000215"
"95272",92,"E09000024","E07000216"
"95273",268,"E09000024","E07000217"
"95274",1,"E09000024","E07000218"
"95275",3,"E09000024","E07000219"
"95276",3,"E09000024","E07000220"
"95277",5,"E09000024","E07000221"
"95278",7,"E09000024","E07000222"
"95279",16,"E09000024","E07000223"
"95280",3,"E09000024","E07000224"
"95281",14,"E09000024","E07000225"
"95282",240,"E09000024","E07000226"
"95283",41,"E09000024","E07000227"
"95284",30,"E09000024","E07000228"
"95285",7,"E09000024","E07000229"
"95286",1,"E09000024","E07000234"
"95287",2,"E09000024","E07000235"
"95288",2,"E09000024","E07000237"
"95289",3,"E09000024","E07000238"
"95290",1,"E09000024","E08000001"
"95291",2,"E09000024","E08000002"
"95292",25,"E09000024","E08000003"
"95293",4,"E09000024","E08000004"
"95294",3,"E09000024","E08000005"
"95295",11,"E09000024","E08000006"
"95296",4,"E09000024","E08000007"
"95297",3,"E09000024","E08000009"
"95298",3,"E09000024","E08000010"
"95299",2,"E09000024","E08000011"
"95300",10,"E09000024","E08000012"
"95301",1,"E09000024","E08000015"
"95302",1,"E09000024","E08000016"
"95303",1,"E09000024","E08000017"
"95304",4,"E09000024","E08000018"
"95305",7,"E09000024","E08000019"
"95306",5,"E09000024","E08000021"
"95307",4,"E09000024","E08000022"
"95308",1,"E09000024","E08000023"
"95309",1,"E09000024","E08000024"
"95310",27,"E09000024","E08000025"
"95311",11,"E09000024","E08000026"
"95312",5,"E09000024","E08000028"
"95313",8,"E09000024","E08000029"
"95314",4,"E09000024","E08000030"
"95315",5,"E09000024","E08000031"
"95316",11,"E09000024","E08000032"
"95317",2,"E09000024","E08000033"
"95318",5,"E09000024","E08000034"
"95319",21,"E09000024","E08000035"
"95320",2,"E09000024","E08000036"
"95321",37,"E09000024","E09000002"
"95322",235,"E09000024","E09000003"
"95323",58,"E09000024","E09000004"
"95324",321,"E09000024","E09000005"
"95325",319,"E09000024","E09000006"
"95326",3530,"E09000024","E09000007"
"95327",2775,"E09000024","E09000008"
"95328",579,"E09000024","E09000009"
"95329",117,"E09000024","E09000010"
"95330",208,"E09000024","E09000011"
"95331",589,"E09000024","E09000012"
"95332",2600,"E09000024","E09000013"
"95333",181,"E09000024","E09000014"
"95334",65,"E09000024","E09000015"
"95335",35,"E09000024","E09000016"
"95336",437,"E09000024","E09000017"
"95337",927,"E09000024","E09000018"
"95338",1868,"E09000024","E09000019"
"95339",2258,"E09000024","E09000020"
"95340",3504,"E09000024","E09000021"
"95341",3634,"E09000024","E09000022"
"95342",378,"E09000024","E09000023"
"95343",16588,"E09000024","E09000024"
"95344",256,"E09000024","E09000025"
"95345",48,"E09000024","E09000026"
"95346",1264,"E09000024","E09000027"
"95347",2749,"E09000024","E09000028"
"95348",3929,"E09000024","E09000029"
"95349",2516,"E09000024","E09000030"
"95350",108,"E09000024","E09000031"
"95351",8798,"E09000024","E09000032"
"95352",16210,"E09000024","E09000001,E09000033"
"95353",9609,"E09000024","OD0000001"
"95354",151,"E09000024","OD0000002"
"95355",11159,"E09000024","OD0000003"
"95356",168,"E09000024","OD0000004"
"95357",1,"E09000024","S12000006"
"95358",2,"E09000024","S12000008"
"95359",1,"E09000024","S12000047"
"95360",2,"E09000024","S12000021"
"95361",1,"E09000024","S12000023"
"95362",1,"E09000024","S12000048"
"95363",5,"E09000024","S12000029"
"95364",4,"E09000024","S12000033"
"95365",11,"E09000024","S12000036"
"95366",2,"E09000024","S12000040"
"95367",1,"E09000024","S12000042"
"95368",7,"E09000024","S12000050"
"95369",1,"E09000024","S12000045"
"95370",4,"E09000024","S12000049"
"95371",2,"E09000024","W06000002"
"95372",1,"E09000024","W06000005"
"95373",3,"E09000024","W06000006"
"95374",2,"E09000024","W06000009"
"95375",1,"E09000024","W06000010"
"95376",1,"E09000024","W06000011"
"95377",1,"E09000024","W06000012"
"95378",2,"E09000024","W06000013"
"95379",11,"E09000024","W06000015"
"95380",2,"E09000024","W06000016"
"95381",1,"E09000024","W06000018"
"95382",3,"E09000024","W06000019"
"95383",6,"E09000024","W06000021"
"95384",1,"E09000024","W06000022"
"95385",2,"E09000024","W06000023"
"95386",3,"E09000025","N09000005"
"95387",1,"E09000025","N09000007"
"95388",1,"E09000025","N09000010"
"95389",2,"E09000025","E06000002"
"95390",4,"E09000025","E06000004"
"95391",6,"E09000025","E06000005"
"95392",4,"E09000025","E06000006"
"95393",16,"E09000025","E06000007"
"95394",3,"E09000025","E06000009"
"95395",3,"E09000025","E06000010"
"95396",1,"E09000025","E06000011"
"95397",2,"E09000025","E06000012"
"95398",2,"E09000025","E06000013"
"95399",2,"E09000025","E06000014"
"95400",3,"E09000025","E06000015"
"95401",6,"E09000025","E06000016"
"95402",9,"E09000025","E06000018"
"95403",4,"E09000025","E06000019"
"95404",7,"E09000025","E06000020"
"95405",8,"E09000025","E06000021"
"95406",12,"E09000025","E06000022"
"95407",9,"E09000025","E06000023"
"95408",55,"E09000025","E06000025"
"95409",5,"E09000025","E06000026"
"95410",1,"E09000025","E06000027"
"95411",7,"E09000025","E06000058"
"95412",6,"E09000025","E06000058"
"95413",27,"E09000025","E06000030"
"95414",26,"E09000025","E06000031"
"95415",75,"E09000025","E06000032"
"95416",158,"E09000025","E06000033"
"95417",639,"E09000025","E06000034"
"95418",53,"E09000025","E06000035"
"95419",32,"E09000025","E06000036"
"95420",11,"E09000025","E06000037"
"95421",66,"E09000025","E06000038"
"95422",66,"E09000025","E06000039"
"95423",41,"E09000025","E06000040"
"95424",21,"E09000025","E06000041"
"95425",44,"E09000025","E06000042"
"95426",33,"E09000025","E06000043"
"95427",10,"E09000025","E06000044"
"95428",10,"E09000025","E06000045"
"95429",4,"E09000025","E06000047"
"95430",4,"E09000025","E06000057"
"95431",9,"E09000025","E06000049"
"95432",6,"E09000025","E06000050"
"95433",23,"E09000025","E06000052,E06000053"
"95434",15,"E09000025","E06000054"
"95435",14,"E09000025","E06000055"
"95436",26,"E09000025","E06000056"
"95437",14,"E09000025","E07000004"
"95438",14,"E09000025","E07000005"
"95439",33,"E09000025","E07000006"
"95440",38,"E09000025","E07000007"
"95441",26,"E09000025","E07000008"
"95442",1,"E09000025","E07000009"
"95443",19,"E09000025","E07000011"
