area,day,C_lower,C_median,C_upper
Calderdale,6,2.86773,4.79965,8.16895
Calderdale,7,2.73080,4.79275,8.60630
Calderdale,8,2.59452,4.78296,9.06767
Calderdale,9,2.46275,4.77257,9.55425
Calderdale,10,2.33696,4.76233,10.06721
Calderdale,11,2.21750,4.75237,10.60785
Calderdale,12,2.10424,4.74265,11.17758
Calderdale,13,1.99688,4.73309,11.77792
Calderdale,14,1.89508,4.72362,12.41051
Calderdale,15,1.79854,4.71421,13.07708
Calderdale,16,1.70695,4.70483,13.77945
Calderdale,17,1.62004,4.69548,14.51954
Calderdale,18,1.53756,4.68615,15.29938
Calderdale,19,1.45929,4.67684,16.12110
Calderdale,20,1.38500,4.66755,16.98696
Calderdale,21,1.31450,4.65827,17.89932
Cambridgeshire,1,2.07351,3.12686,4.62456
Cambridgeshire,2,2.12188,3.21815,4.79817
Cambridgeshire,3,2.11677,3.27787,5.02882
Cambridgeshire,4,2.06211,3.30133,5.29022
Cambridgeshire,5,1.97717,3.30074,5.57112
Cambridgeshire,6,1.87786,3.28701,5.86773
Cambridgeshire,7,1.77427,3.26705,6.17948
Cambridgeshire,8,1.67196,3.24458,6.50708
Cambridgeshire,9,1.57362,3.22132,6.85154
Cambridgeshire,10,1.48033,3.19801,7.21398
Cambridgeshire,11,1.39236,3.17489,7.59546
Cambridgeshire,12,1.30960,3.15201,7.99706
Cambridgeshire,13,1.23180,3.12936,8.41989
Cambridgeshire,14,1.15866,3.10691,8.86506
Cambridgeshire,15,1.08990,3.08464,9.33377
Cambridgeshire,16,1.02524,3.06255,9.82726
Cambridgeshire,17,0.96443,3.04062,10.34685
Cambridgeshire,18,0.90724,3.01885,10.89390
Cambridgeshire,19,0.85344,2.99723,11.46989
Cambridgeshire,20,0.80283,2.97577,12.07632
Cambridgeshire,21,0.75522,2.95447,12.71482
Camden,1,0.26288,0.47818,0.75859
Camden,2,0.30589,0.56033,0.89698
Camden,3,0.32586,0.61158,1.00929
Camden,4,0.32662,0.63787,1.10360
Camden,5,0.31554,0.64934,1.19109
Camden,6,0.29842,0.65330,1.27912
Camden,7,0.27893,0.65394,1.37155
Camden,8,0.25909,0.65331,1.47026
Camden,9,0.23993,0.65233,1.57620
Camden,10,0.22188,0.65133,1.68994
Camden,11,0.20509,0.65038,1.81202
Camden,12,0.18955,0.64951,1.94300
Camden,13,0.17519,0.64867,2.08347
Camden,14,0.16193,0.64786,2.23412
Camden,15,0.14969,0.64707,2.39566
Camden,16,0.13838,0.64628,2.56888
Camden,17,0.12792,0.64550,2.75463
Camden,18,0.11826,0.64472,2.95381
Camden,19,0.10934,0.64394,3.16739
Camden,20,0.10108,0.64316,3.39641
Camden,21,0.09345,0.64239,3.64199
Cardiff,1,0.83886,1.34851,2.03016
Cardiff,2,0.75800,1.22452,1.85555
Cardiff,3,0.67867,1.11826,1.73853
Cardiff,4,0.60575,1.03220,1.67263
Cardiff,5,0.54021,0.96121,1.63794
Cardiff,6,0.48177,0.90034,1.61937
Cardiff,7,0.42980,0.84620,1.60812
Cardiff,8,0.38356,0.79675,1.59971
Cardiff,9,0.34240,0.75083,1.59220
Cardiff,10,0.30572,0.70781,1.58481
Cardiff,11,0.27301,0.66734,1.57736
Cardiff,12,0.24382,0.62919,1.56981
Cardiff,13,0.21776,0.59321,1.56221
Cardiff,14,0.19449,0.55928,1.55458
Cardiff,15,0.17371,0.52728,1.54697
Cardiff,16,0.15516,0.49710,1.53937
Cardiff,17,0.13858,0.46864,1.53181
Cardiff,18,0.12378,0.44182,1.52429
Cardiff,19,0.11056,0.41652,1.51680
Cardiff,20,0.09875,0.39268,1.50934
Cardiff,21,0.08820,0.37020,1.50193
Carmarthenshire,1,0.57851,0.95895,1.51164
Carmarthenshire,2,0.53954,0.89894,1.42756
Carmarthenshire,3,0.49415,0.84011,1.37252
Carmarthenshire,4,0.44764,0.78743,1.34629
Carmarthenshire,5,0.40280,0.74049,1.33798
Carmarthenshire,6,0.36104,0.69807,1.33897
Carmarthenshire,7,0.32290,0.65909,1.34414
Carmarthenshire,8,0.28845,0.62282,1.35092
Carmarthenshire,9,0.25753,0.58880,1.35820
Carmarthenshire,10,0.22987,0.55676,1.36556
Carmarthenshire,11,0.20517,0.52650,1.37288
Carmarthenshire,12,0.18311,0.49790,1.38015
Carmarthenshire,13,0.16344,0.47085,1.38741
Carmarthenshire,14,0.14588,0.44527,1.39468
Carmarthenshire,15,0.13021,0.42108,1.40197
Carmarthenshire,16,0.11622,0.39820,1.40929
Carmarthenshire,17,0.10374,0.37656,1.41664
Carmarthenshire,18,0.09260,0.35610,1.42404
Carmarthenshire,19,0.08266,0.33674,1.43147
Carmarthenshire,20,0.07378,0.31844,1.43894
Carmarthenshire,21,0.06586,0.30114,1.44644
Central Bedfordshire,1,1.45524,2.20715,3.26853
Central Bedfordshire,2,1.40177,2.13759,3.18963
Central Bedfordshire,3,1.33259,2.07434,3.18337
Central Bedfordshire,4,1.25334,2.01747,3.23376
Central Bedfordshire,5,1.17046,1.96516,3.31714
Central Bedfordshire,6,1.08842,1.91588,3.41771
Central Bedfordshire,7,1.00974,1.86867,3.52714
Central Bedfordshire,8,0.93561,1.82297,3.64176
Central Bedfordshire,9,0.86643,1.77853,3.76027
Central Bedfordshire,10,0.80218,1.73521,3.88239
Central Bedfordshire,11,0.74264,1.69294,4.00822
Central Bedfordshire,12,0.68751,1.65170,4.13795
Central Bedfordshire,13,0.63649,1.61145,4.27179
Central Bedfordshire,14,0.58927,1.57218,4.40991
Central Bedfordshire,15,0.54556,1.53386,4.55248
Central Bedfordshire,16,0.50510,1.49647,4.69965
Central Bedfordshire,17,0.46764,1.46000,4.85157
Central Bedfordshire,18,0.43296,1.42441,5.00841
Central Bedfordshire,19,0.40086,1.38969,5.17031
Central Bedfordshire,20,0.37114,1.35581,5.33745
Central Bedfordshire,21,0.34362,1.32277,5.50999
Ceredigion,1,0.19215,0.34995,0.61290
Ceredigion,2,0.22174,0.40636,0.71907
Ceredigion,3,0.23109,0.43299,0.79387
Ceredigion,4,0.22698,0.44138,0.85593
Ceredigion,5,0.21541,0.44011,0.91519
Ceredigion,6,0.20045,0.43435,0.97630
Ceredigion,7,0.18450,0.42681,1.04123
Ceredigion,8,0.16884,0.41874,1.11071
Ceredigion,9,0.15406,0.41066,1.18511
Ceredigion,10,0.14039,0.40276,1.26466
Ceredigion,11,0.12787,0.39506,1.34966
Ceredigion,12,0.11645,0.38755,1.44040
Ceredigion,13,0.10605,0.38022,1.53726
Ceredigion,14,0.09659,0.37304,1.64064
Ceredigion,15,0.08798,0.36601,1.75098
Ceredigion,16,0.08015,0.35911,1.86873
Ceredigion,17,0.07301,0.35235,1.99440
Ceredigion,18,0.06651,0.34571,2.12852
Ceredigion,19,0.06059,0.33920,2.27166
Ceredigion,20,0.05520,0.33281,2.42443
Ceredigion,21,0.05029,0.32654,2.58747
Cheshire East,1,1.54099,2.34215,3.44160
Cheshire East,2,1.42913,2.18209,3.22646
Cheshire East,3,1.31856,2.04959,3.10367
Cheshire East,4,1.20836,1.93497,3.04334
Cheshire East,5,1.10147,1.83206,3.01704
Cheshire East,6,1.00041,1.73721,3.00680
Cheshire East,7,0.90656,1.64842,3.00314
Cheshire East,8,0.82042,1.56461,3.00165
Cheshire East,9,0.74192,1.48519,3.00059
Cheshire East,10,0.67069,1.40981,2.99940
Cheshire East,11,0.60619,1.33825,2.99798
Cheshire East,12,0.54786,1.27029,2.99639
Cheshire East,13,0.49513,1.20576,2.99468
Cheshire East,14,0.44748,1.14450,2.99291
Cheshire East,15,0.40443,1.08634,2.99112
Cheshire East,16,0.36551,1.03114,2.98931
Cheshire East,17,0.33035,0.97874,2.98750
Cheshire East,18,0.29857,0.92900,2.98569
Cheshire East,19,0.26984,0.88179,2.98388
Cheshire East,20,0.24389,0.83697,2.98207
Cheshire East,21,0.22043,0.79444,2.98026
Cheshire West and Chester,1,2.63079,3.88156,5.57054
Cheshire West and Chester,2,2.56888,3.80848,5.50104
Cheshire West and Chester,3,2.48544,3.75157,5.54803
Cheshire West and Chester,4,2.36716,3.67840,5.64226
Cheshire West and Chester,5,2.22670,3.58961,5.75399
Cheshire West and Chester,6,2.07742,3.49158,5.87143
Cheshire West and Chester,7,1.92856,3.38976,5.99076
Cheshire West and Chester,8,1.78537,3.28764,6.11126
Cheshire West and Chester,9,1.65042,3.18711,6.23317
Cheshire West and Chester,10,1.52461,3.08905,6.35688
Cheshire West and Chester,11,1.40797,2.99382,6.48272
Cheshire West and Chester,12,1.30013,2.90149,6.61089
Cheshire West and Chester,13,1.20053,2.81202,6.74154
Cheshire West and Chester,14,1.10859,2.72534,6.87475
Cheshire West and Chester,15,1.02370,2.64134,7.01059
Cheshire West and Chester,16,0.94534,2.55995,7.14911
Cheshire West and Chester,17,0.87299,2.48107,7.29037
Cheshire West and Chester,18,0.80618,2.40463,7.43442
Cheshire West and Chester,19,0.74449,2.33055,7.58132
Cheshire West and Chester,20,0.68752,2.25874,7.73112
Cheshire West and Chester,21,0.63492,2.18915,7.88388
City of Edinburgh,1,0.29642,0.49709,0.79431
City of Edinburgh,2,0.26704,0.45063,0.72673
City of Edinburgh,3,0.23820,0.41226,0.68916
City of Edinburgh,4,0.21265,0.38407,0.67946
City of Edinburgh,5,0.19054,0.36321,0.68677
City of Edinburgh,6,0.17135,0.34682,0.70282
City of Edinburgh,7,0.15454,0.33296,0.72292
City of Edinburgh,8,0.13965,0.32051,0.74483
City of Edinburgh,9,0.12636,0.30889,0.76767
City of Edinburgh,10,0.11441,0.29782,0.79115
City of Edinburgh,11,0.10364,0.28717,0.81524
City of Edinburgh,12,0.09390,0.27691,0.83998
City of Edinburgh,13,0.08509,0.26700,0.86541
City of Edinburgh,14,0.07710,0.25744,0.89159
City of Edinburgh,15,0.06987,0.24821,0.91854
City of Edinburgh,16,0.06331,0.23931,0.94631
City of Edinburgh,17,0.05737,0.23072,0.97491
City of Edinburgh,18,0.05198,0.22245,1.00438
City of Edinburgh,19,0.04711,0.21446,1.03474
City of Edinburgh,20,0.04268,0.20677,1.06601
City of Edinburgh,21,0.03868,0.19935,1.09824
City of London,1,0.05489,0.08313,0.12425
City of London,2,0.05728,0.08738,0.13196
City of London,3,0.05836,0.09134,0.14295
City of London,4,0.05818,0.09476,0.15629
City of London,5,0.05720,0.09784,0.17146
City of London,6,0.05581,0.10078,0.18828
City of London,7,0.05424,0.10369,0.20678
City of London,8,0.05263,0.10665,0.22708
City of London,9,0.05103,0.10969,0.24934
City of London,10,0.04947,0.11281,0.27378
City of London,11,0.04795,0.11602,0.30062
City of London,12,0.04649,0.11933,0.33007
City of London,13,0.04507,0.12273,0.36242
City of London,14,0.04370,0.12623,0.39793
City of London,15,0.04237,0.12983,0.43692
City of London,16,0.04107,0.13354,0.47973
City of London,17,0.03982,0.13734,0.52674
City of London,18,0.03861,0.14126,0.57835
City of London,19,0.03744,0.14529,0.63502
City of London,20,0.03630,0.14943,0.69725
City of London,21,0.03519,0.15369,0.76557
Clackmannanshire,1,0.13416,0.21884,0.35005
Clackmannanshire,2,0.14677,0.24091,0.38908
Clackmannanshire,3,0.15455,0.25923,0.43237
Clackmannanshire,4,0.15538,0.26971,0.47228
Clackmannanshire,5,0.15127,0.27443,0.50980
Clackmannanshire,6,0.14441,0.27582,0.54702
Clackmannanshire,7,0.13631,0.27554,0.58551
Clackmannanshire,8,0.12790,0.27453,0.62616
Clackmannanshire,9,0.11964,0.27325,0.66950
Clackmannanshire,10,0.11176,0.27190,0.71583
Clackmannanshire,11,0.10435,0.27055,0.76540
Clackmannanshire,12,0.09741,0.26923,0.81842
Clackmannanshire,13,0.09093,0.26792,0.87514
Clackmannanshire,14,0.08489,0.26663,0.93578
Clackmannanshire,15,0.07926,0.26535,1.00064
Clackmannanshire,16,0.07400,0.26408,1.06999
Clackmannanshire,17,0.06909,0.26282,1.14414
Clackmannanshire,18,0.06451,0.26156,1.22344
Clackmannanshire,19,0.06023,0.26031,1.30823
Clackmannanshire,20,0.05624,0.25907,1.39890
Clackmannanshire,21,0.05251,0.25783,1.49585
Conwy,1,0.33742,0.58697,0.94801
Conwy,2,0.28889,0.50533,0.82266
Conwy,3,0.24836,0.44458,0.74740
Conwy,4,0.21496,0.40039,0.70910
Conwy,5,0.18717,0.36694,0.69165
Conwy,6,0.16371,0.33999,0.68432
Conwy,7,0.14364,0.31696,0.68126
Conwy,8,0.12627,0.29639,0.67971
Conwy,9,0.11114,0.27754,0.67850
Conwy,10,0.09789,0.26002,0.67725
Conwy,11,0.08624,0.24364,0.67589
Conwy,12,0.07600,0.22828,0.67442
Conwy,13,0.06698,0.21388,0.67289
Conwy,14,0.05903,0.20038,0.67133
Conwy,15,0.05202,0.18772,0.66975
Conwy,16,0.04584,0.17585,0.66816
Conwy,17,0.04040,0.16473,0.66658
Conwy,18,0.03560,0.15431,0.66500
Conwy,19,0.03138,0.14455,0.66342
Conwy,20,0.02765,0.13541,0.66184
Conwy,21,0.02437,0.12685,0.66027
Cornwall,1,0.86228,1.41982,2.31060
Cornwall,2,0.92743,1.53752,2.52927
Cornwall,3,0.95488,1.62164,2.76782
Cornwall,4,0.94630,1.67017,3.01357
Cornwall,5,0.91487,1.69585,3.26986
Cornwall,6,0.87173,1.70940,3.54194
Cornwall,7,0.82403,1.71734,3.83408
Cornwall,8,0.77578,1.72307,4.14942
Cornwall,9,0.72896,1.72810,4.49050
Cornwall,10,0.68443,1.73304,4.85964
Cornwall,11,0.64246,1.73806,5.25918
Cornwall,12,0.60304,1.74319,5.69162
Cornwall,13,0.56606,1.74839,6.15964
Cornwall,14,0.53138,1.75365,6.66616
Cornwall,15,0.49885,1.75895,7.21434
Cornwall,16,0.46833,1.76427,7.80759
Cornwall,17,0.43968,1.76962,8.44963
Cornwall,18,0.41279,1.77498,9.14447
Cornwall,19,0.38755,1.78036,9.89645
Cornwall,20,0.36385,1.78575,10.71026
Cornwall,21,0.34160,1.79117,11.59100
Cornwall and Isles of Scilly,1,0.86565,1.42537,2.31962
Cornwall and Isles of Scilly,2,0.93105,1.54353,2.53915
Cornwall and Isles of Scilly,3,0.95861,1.62797,2.77863
Cornwall and Isles of Scilly,4,0.94999,1.67669,3.02534
Cornwall and Isles of Scilly,5,0.91845,1.70247,3.28263
Cornwall and Isles of Scilly,6,0.87514,1.71607,3.55577
Cornwall and Isles of Scilly,7,0.82725,1.72405,3.84905
Cornwall and Isles of Scilly,8,0.77881,1.72980,4.16562
Cornwall and Isles of Scilly,9,0.73181,1.73485,4.50803
Cornwall and Isles of Scilly,10,0.68710,1.73981,4.87861
Cornwall and Isles of Scilly,11,0.64496,1.74485,5.27971
Cornwall and Isles of Scilly,12,0.60539,1.74999,5.71384
Cornwall and Isles of Scilly,13,0.56827,1.75522,6.18369
Cornwall and Isles of Scilly,14,0.53346,1.76050,6.69219
Cornwall and Isles of Scilly,15,0.50080,1.76582,7.24251
Cornwall and Isles of Scilly,16,0.47016,1.77116,7.83808
Cornwall and Isles of Scilly,17,0.44140,1.77653,8.48263
Cornwall and Isles of Scilly,18,0.41440,1.78191,9.18018
Cornwall and Isles of Scilly,19,0.38906,1.78731,9.93509
Cornwall and Isles of Scilly,20,0.36527,1.79273,10.75208
Cornwall and Isles of Scilly,21,0.34293,1.79816,11.63626
County Durham,1,0.99084,1.55848,2.35651
County Durham,2,0.92750,1.46670,2.23443
County Durham,3,0.86374,1.39454,2.18530
County Durham,4,0.79853,1.33408,2.18484
County Durham,5,0.73403,1.28049,2.21047
County Durham,6,0.67214,1.23106,2.24833
County Durham,7,0.61401,1.18438,2.29137
County Durham,8,0.56014,1.13976,2.33651
County Durham,9,0.51062,1.09689,2.38261
County Durham,10,0.46532,1.05562,2.42941
County Durham,11,0.42397,1.01588,2.47690
County Durham,12,0.38627,0.97761,2.52517
County Durham,13,0.35192,0.94077,2.57430
County Durham,14,0.32062,0.90531,2.62434
County Durham,15,0.29212,0.87117,2.67534
County Durham,16,0.26615,0.83833,2.72732
County Durham,17,0.24249,0.80672,2.78031
County Durham,18,0.22093,0.77630,2.83432
County Durham,19,0.20130,0.74703,2.88939
County Durham,20,0.18340,0.71886,2.94553
County Durham,21,0.16710,0.69176,3.00276
Coventry,1,1.37615,2.17228,3.39458
Coventry,2,1.40208,2.22882,3.52036
Coventry,3,1.38176,2.25405,3.69799
Coventry,4,1.33612,2.27187,3.94643
Coventry,5,1.27888,2.28959,4.25047
Coventry,6,1.21788,2.30894,4.59661
Coventry,7,1.15710,2.32981,4.97810
Coventry,8,1.09834,2.35176,5.39323
Coventry,9,1.04227,2.37441,5.84313
Coventry,10,0.98905,2.39751,6.33025
Coventry,11,0.93859,2.42093,6.85769
Coventry,12,0.89078,2.44461,7.42890
Coventry,13,0.84544,2.46854,8.04761
Coventry,14,0.80244,2.49270,8.71781
Coventry,15,0.76165,2.51710,9.44381
Coventry,16,0.72293,2.54173,10.23027
Coventry,17,0.68619,2.56661,11.08222
Coventry,18,0.65132,2.59172,12.00512
Coventry,19,0.61822,2.61708,13.00487
Coventry,20,0.58680,2.64269,14.08789
Coventry,21,0.55698,2.66855,15.26109
Croydon,1,0.95227,1.56446,2.46347
Croydon,2,0.97747,1.61762,2.57437
Croydon,3,0.96462,1.63975,2.70971
Croydon,4,0.93038,1.65149,2.88910
Croydon,5,0.88618,1.66068,3.10538
Croydon,6,0.83866,1.66996,3.35048
Croydon,7,0.79127,1.67992,3.62008
Croydon,8,0.74559,1.69050,3.91298
Croydon,9,0.70223,1.70151,4.22983
Croydon,10,0.66133,1.71280,4.57219
Croydon,11,0.62285,1.72426,4.94211
Croydon,12,0.58665,1.73583,5.34184
Croydon,13,0.55259,1.74751,5.77384
Croydon,14,0.52052,1.75926,6.24075
Croydon,15,0.49034,1.77109,6.74541
Croydon,16,0.46191,1.78300,7.29088
Croydon,17,0.43513,1.79499,7.88045
Croydon,18,0.40991,1.80706,8.51770
Croydon,19,0.38615,1.81922,9.20649
Croydon,20,0.36377,1.83145,9.95097
Croydon,21,0.34269,1.84377,10.75565
Cumbria,1,2.79661,4.16562,6.12982
Cumbria,2,2.76303,4.13804,6.13661
Cumbria,3,2.64756,4.04769,6.17666
Cumbria,4,2.50107,3.95507,6.31003
Cumbria,5,2.34716,3.87290,6.51496
Cumbria,6,2.19653,3.80081,6.76451
Cumbria,7,2.05347,3.73573,7.04100
Cumbria,8,1.91929,3.67500,7.33540
Cumbria,9,1.79400,3.61687,7.64395
Cumbria,10,1.67711,3.56039,7.96562
Cumbria,11,1.56805,3.50508,8.30054
Cumbria,12,1.46621,3.45071,8.64924
Cumbria,13,1.37107,3.39720,9.01239
Cumbria,14,1.28215,3.34451,9.39070
Cumbria,15,1.19902,3.29263,9.78483
Cumbria,16,1.12130,3.24154,10.19548
Cumbria,17,1.04861,3.19124,10.62336
Cumbria,18,0.98064,3.14172,11.06920
Cumbria,19,0.91708,3.09296,11.53375
Cumbria,20,0.85764,3.04496,12.01779
Cumbria,21,0.80204,2.99770,12.52215
Darlington,1,0.04114,0.07545,0.13482
Darlington,2,0.05381,0.09916,0.17869
Darlington,3,0.06362,0.11906,0.22018
Darlington,4,0.06758,0.12971,0.24988
Darlington,5,0.06701,0.13324,0.27102
Darlington,6,0.06371,0.13248,0.28774
Darlington,7,0.05906,0.12951,0.30280
Darlington,8,0.05393,0.12555,0.31766
Darlington,9,0.04882,0.12126,0.33298
Darlington,10,0.04399,0.11695,0.34902
Darlington,11,0.03955,0.11274,0.36588
Darlington,12,0.03551,0.10868,0.38359
Darlington,13,0.03187,0.10477,0.40220
Darlington,14,0.02859,0.10102,0.42172
Darlington,15,0.02566,0.09741,0.44220
Darlington,16,0.02302,0.09392,0.46367
Darlington,17,0.02066,0.09057,0.48619
Darlington,18,0.01854,0.08734,0.50980
Darlington,19,0.01664,0.08422,0.53455
Darlington,20,0.01494,0.08122,0.56051
Darlington,21,0.01341,0.07832,0.58773
Denbighshire,1,0.35258,0.61924,1.00209
Denbighshire,2,0.32702,0.57763,0.94242
Denbighshire,3,0.30248,0.54633,0.91924
Denbighshire,4,0.27692,0.51896,0.91640
Denbighshire,5,0.25109,0.49336,0.92325
Denbighshire,6,0.22605,0.46885,0.93410
Denbighshire,7,0.20251,0.44531,0.94634
Denbighshire,8,0.18086,0.42275,0.95896
Denbighshire,9,0.16123,0.40121,0.97163
Denbighshire,10,0.14357,0.38069,0.98433
Denbighshire,11,0.12777,0.36118,0.99708
Denbighshire,12,0.11368,0.34265,1.00992
Denbighshire,13,0.10114,0.32506,1.02290
Denbighshire,14,0.08997,0.30837,1.03603
Denbighshire,15,0.08003,0.29254,1.04932
Denbighshire,16,0.07120,0.27752,1.06279
Denbighshire,17,0.06334,0.26328,1.07642
Denbighshire,18,0.05634,0.24976,1.09022
Denbighshire,19,0.05012,0.23694,1.10421
Denbighshire,20,0.04459,0.22477,1.11837
Denbighshire,21,0.03967,0.21324,1.13272
Derby,1,2.21849,3.25932,4.74802
Derby,2,2.25629,3.33142,4.88758
Derby,3,2.24163,3.37062,5.07169
Derby,4,2.17405,3.36631,5.26644
Derby,5,2.07347,3.33213,5.46392
Derby,6,1.95729,3.28147,5.66399
Derby,7,1.83685,3.22315,5.86825
Derby,8,1.71851,3.16212,6.07821
Derby,9,1.60538,3.10078,6.29492
Derby,10,1.49871,3.04019,6.51904
Derby,11,1.39880,2.98073,6.75106
Derby,12,1.30549,2.92248,6.99131
Derby,13,1.21842,2.86544,7.24012
Derby,14,1.13720,2.80957,7.49780
Derby,15,1.06143,2.75481,7.76465
Derby,16,0.99073,2.70114,8.04100
Derby,17,0.92476,2.64852,8.32719
Derby,18,0.86319,2.59693,8.62357
Derby,19,0.80572,2.54635,8.93050
Derby,20,0.75208,2.49675,9.24835
Derby,21,0.70201,2.44812,9.57752
Derbyshire,1,2.41224,3.56359,5.15925
Derbyshire,2,2.28806,3.39434,4.94269
Derbyshire,3,2.15103,3.24292,4.82609
Derbyshire,4,1.99802,3.09359,4.76580
Derbyshire,5,1.83824,2.94502,4.73274
Derbyshire,6,1.68022,2.79899,4.71114
Derbyshire,7,1.52949,2.65739,4.69356
Derbyshire,8,1.38891,2.52139,4.67693
Derbyshire,9,1.25957,2.39157,4.66023
Derbyshire,10,1.14149,2.26808,4.64326
Derbyshire,11,1.03414,2.15082,4.62606
Derbyshire,12,0.93676,2.03957,4.60875
Derbyshire,13,0.84852,1.93407,4.59140
Derbyshire,14,0.76859,1.83403,4.57407
Derbyshire,15,0.69620,1.73916,4.55678
Derbyshire,16,0.63064,1.64921,4.53954
Derbyshire,17,0.57127,1.56391,4.52237
Derbyshire,18,0.51749,1.48303,4.50526
Derbyshire,19,0.46877,1.40633,4.48821
Derbyshire,20,0.42464,1.33360,4.47123
Derbyshire,21,0.38467,1.26463,4.45432
Devon,1,0.67357,1.12230,1.80048
Devon,2,0.63501,1.06500,1.72539
Devon,3,0.58708,1.01010,1.69808
Devon,4,0.53878,0.96709,1.72183
Devon,5,0.49324,0.93390,1.77848
Devon,6,0.45135,0.90700,1.85336
Devon,7,0.41313,0.88370,1.93815
Devon,8,0.37833,0.86238,2.02900
Devon,9,0.34660,0.84217,2.12449
Devon,10,0.31762,0.82264,2.22432
Devon,11,0.29113,0.80363,2.32862
Devon,12,0.26688,0.78506,2.43764
Devon,13,0.24466,0.76690,2.55168
Devon,14,0.22431,0.74915,2.67101
Devon,15,0.20565,0.73180,2.79590
Devon,16,0.18854,0.71485,2.92662
Devon,17,0.17286,0.69829,3.06345
Devon,18,0.15848,0.68210,3.20669
Devon,19,0.14530,0.66630,3.35661
Devon,20,0.13322,0.65086,3.51355
Devon,21,0.12214,0.63578,3.67783
Doncaster,1,2.73072,3.96206,5.71297
Doncaster,2,2.57847,3.75756,5.45175
Doncaster,3,2.40893,3.57051,5.30323
Doncaster,4,2.23236,3.40282,5.24535
Doncaster,5,2.05771,3.25023,5.24021
Doncaster,6,1.89060,3.10875,5.26118
Doncaster,7,1.73391,2.97564,5.29343
Doncaster,8,1.58868,2.84929,5.32983
Doncaster,9,1.45494,2.72873,5.36742
Doncaster,10,1.33220,2.61343,5.40518
Doncaster,11,1.21974,2.50304,5.44290
Doncaster,12,1.11676,2.39731,5.48062
Doncaster,13,1.02249,2.29603,5.51844
Doncaster,14,0.93619,2.19901,5.55643
Doncaster,15,0.85719,2.10609,5.59463
Doncaster,16,0.78487,2.01709,5.63308
Doncaster,17,0.71865,1.93184,5.67178
Doncaster,18,0.65802,1.85020,5.71074
Doncaster,19,0.60251,1.77200,5.74998
Doncaster,20,0.55168,1.69711,5.78948
Doncaster,21,0.50514,1.62539,5.82925
Dorset,1,0.31918,0.56061,0.95960
Dorset,2,0.34633,0.61205,1.05825
Dorset,3,0.35356,0.63875,1.14374
Dorset,4,0.34481,0.64591,1.22111
Dorset,5,0.32661,0.64147,1.29615
Dorset,6,0.30396,0.63113,1.37260
Dorset,7,0.28002,0.61823,1.45247
Dorset,8,0.25653,0.60447,1.53675
Dorset,9,0.23432,0.59065,1.62595
Dorset,10,0.21375,0.57706,1.72041
Dorset,11,0.19487,0.56381,1.82042
Dorset,12,0.17762,0.55090,1.92629
Dorset,13,0.16190,0.53831,2.03832
Dorset,14,0.14757,0.52603,2.15688
Dorset,15,0.13452,0.51404,2.28234
Dorset,16,0.12263,0.50234,2.41510
Dorset,17,0.11180,0.49090,2.55558
Dorset,18,0.10193,0.47972,2.70423
Dorset,19,0.09292,0.46880,2.86153
Dorset,20,0.08472,0.45813,3.02798
Dorset,21,0.07724,0.44770,3.20411
Dudley,1,0.62456,1.03354,1.61945
Dudley,2,0.56973,0.94914,1.50144
Dudley,3,0.51565,0.88222,1.44745
Dudley,4,0.46731,0.83562,1.45090
Dudley,5,0.42495,0.80298,1.48896
Dudley,6,0.38767,0.77842,1.54503
Dudley,7,0.35450,0.75810,1.61000
Dudley,8,0.32467,0.73990,1.67978
Dudley,9,0.29764,0.72274,1.75285
Dudley,10,0.27300,0.70617,1.82887
Dudley,11,0.25047,0.69001,1.90792
Dudley,12,0.22983,0.67419,1.99021
Dudley,13,0.21091,0.65871,2.07595
Dudley,14,0.19354,0.64356,2.16533
Dudley,15,0.17761,0.62875,2.25854
Dudley,16,0.16298,0.61427,2.35575
Dudley,17,0.14956,0.60012,2.45715
Dudley,18,0.13725,0.58629,2.56291
Dudley,19,0.12594,0.57278,2.67323
Dudley,20,0.11557,0.55959,2.78829
Dudley,21,0.10605,0.54669,2.90831
Dumfries and Galloway,1,0.37888,0.66141,1.09001
Dumfries and Galloway,2,0.33965,0.59680,0.99320
Dumfries and Galloway,3,0.30137,0.54368,0.94008
Dumfries and Galloway,4,0.26743,0.50448,0.92662
Dumfries and Galloway,5,0.23804,0.47528,0.93716
Dumfries and Galloway,6,0.21259,0.45222,0.95997
Dumfries and Galloway,7,0.19038,0.43268,0.98845
Dumfries and Galloway,8,0.17082,0.41513,1.01948
Dumfries and Galloway,9,0.15346,0.39879,1.05182
Dumfries and Galloway,10,0.13797,0.38328,1.08509
Dumfries and Galloway,11,0.12410,0.36841,1.11925
Dumfries and Galloway,12,0.11164,0.35412,1.15436
Dumfries and Galloway,13,0.10045,0.34037,1.19051
Dumfries and Galloway,14,0.09039,0.32714,1.22774
Dumfries and Galloway,15,0.08134,0.31442,1.26613
Dumfries and Galloway,16,0.07319,0.30218,1.30571
Dumfries and Galloway,17,0.06586,0.29042,1.34652
Dumfries and Galloway,18,0.05926,0.27912,1.38861
Dumfries and Galloway,19,0.05332,0.26825,1.43202
Dumfries and Galloway,20,0.04798,0.25781,1.47678
Dumfries and Galloway,21,0.04318,0.24778,1.52294
Dundee City,1,0.08590,0.15334,0.25620
Dundee City,2,0.07658,0.13764,0.23236
Dundee City,3,0.06760,0.12492,0.21961
