area,day,C_lower,C_median,C_upper
Hartlepool,1,0.13182,0.23496,0.39583
Hartlepool,2,0.12734,0.22838,0.38845
Hartlepool,3,0.12006,0.22051,0.38866
Hartlepool,4,0.11115,0.21236,0.39569
Hartlepool,5,0.10162,0.20427,0.40683
Hartlepool,6,0.09217,0.19639,0.42015
Hartlepool,7,0.08320,0.18876,0.43462
Hartlepool,8,0.07490,0.18141,0.44981
Hartlepool,9,0.06732,0.17435,0.46554
Hartlepool,10,0.06046,0.16756,0.48179
Hartlepool,11,0.05429,0.16104,0.49858
Hartlepool,12,0.04874,0.15477,0.51593
Hartlepool,13,0.04375,0.14874,0.53387
Hartlepool,14,0.03928,0.14295,0.55243
Hartlepool,15,0.03526,0.13739,0.57163
Hartlepool,16,0.03166,0.13204,0.59150
Hartlepool,17,0.02842,0.12690,0.61206
Hartlepool,18,0.02552,0.12196,0.63333
Hartlepool,19,0.02291,0.11722,0.65534
Hartlepool,20,0.02057,0.11266,0.67812
Hartlepool,21,0.01847,0.10827,0.70169
Havering,1,0.89125,1.42553,2.22478
Havering,2,0.95143,1.53107,2.41117
Havering,3,0.97512,1.60351,2.60522
Havering,4,0.96270,1.63900,2.79249
Havering,5,0.92711,1.65005,2.97734
Havering,6,0.87965,1.64775,3.16596
Havering,7,0.82767,1.63909,3.36277
Havering,8,0.77536,1.62781,3.57043
Havering,9,0.72483,1.61567,3.79056
Havering,10,0.67696,1.60341,4.02425
Havering,11,0.63205,1.59126,4.27242
Havering,12,0.59008,1.57927,4.53595
Havering,13,0.55091,1.56744,4.81578
Havering,14,0.51436,1.55574,5.11290
Havering,15,0.48026,1.54415,5.42835
Havering,16,0.44844,1.53266,5.76327
Havering,17,0.41874,1.52126,6.11885
Havering,18,0.39101,1.50995,6.49638
Havering,19,0.36511,1.49872,6.89719
Havering,20,0.34094,1.48758,7.32273
Havering,21,0.31836,1.47652,7.77453
"Herefordshire, County of",1,0.40480,0.70107,1.21646
"Herefordshire, County of",2,0.50264,0.87589,1.53606
"Herefordshire, County of",3,0.56534,1.00546,1.82454
"Herefordshire, County of",4,0.58655,1.07846,2.06324
"Herefordshire, County of",5,0.57918,1.11343,2.27723
"Herefordshire, County of",6,0.55572,1.12755,2.48865
"Herefordshire, County of",7,0.52475,1.13172,2.71070
"Herefordshire, County of",8,0.49132,1.13176,2.95026
"Herefordshire, County of",9,0.45808,1.13039,3.21097
"Herefordshire, County of",10,0.42626,1.12871,3.49517
"Herefordshire, County of",11,0.39635,1.12709,3.80491
"Herefordshire, County of",12,0.36846,1.12560,4.14234
"Herefordshire, County of",13,0.34254,1.12421,4.50980
"Herefordshire, County of",14,0.31846,1.12289,4.90990
"Herefordshire, County of",15,0.29610,1.12161,5.34551
"Herefordshire, County of",16,0.27533,1.12035,5.81977
"Herefordshire, County of",17,0.25602,1.11910,6.33611
"Herefordshire, County of",18,0.23808,1.11785,6.89826
"Herefordshire, County of",19,0.22139,1.11660,7.51028
"Herefordshire, County of",20,0.20588,1.11536,8.17661
"Herefordshire, County of",21,0.19145,1.11412,8.90204
Hertfordshire,1,8.38665,11.52828,16.05721
Hertfordshire,2,8.78951,12.15975,17.09273
Hertfordshire,3,9.02687,12.77396,18.52899
Hertfordshire,4,9.13588,13.38570,20.32740
Hertfordshire,5,9.17060,14.01018,22.42036
Hertfordshire,6,9.16848,14.65701,24.77493
Hertfordshire,7,9.15043,15.33152,27.38929
Hertfordshire,8,9.12662,16.03668,30.28019
Hertfordshire,9,9.10134,16.77442,33.47417
Hertfordshire,10,9.07614,17.54634,37.00324
Hertfordshire,11,9.05137,18.35393,40.90330
Hertfordshire,12,9.02701,19.19880,45.21391
Hertfordshire,13,9.00295,20.08259,49.97859
Hertfordshire,14,8.97908,21.00710,55.24532
Hertfordshire,15,8.95534,21.97417,61.06704
Hertfordshire,16,8.93170,22.98576,67.50226
Hertfordshire,17,8.90814,24.04391,74.61563
Hertfordshire,18,8.88464,25.15079,82.47860
Hertfordshire,19,8.86120,26.30861,91.17017
Hertfordshire,20,8.83783,27.51974,100.77766
Hertfordshire,21,8.81451,28.78662,111.39758
Highland,1,0.07306,0.13607,0.24530
Highland,2,0.06867,0.12881,0.23510
Highland,3,0.06280,0.12118,0.23175
Highland,4,0.05677,0.11490,0.23629
Highland,5,0.05108,0.10990,0.24605
Highland,6,0.04589,0.10578,0.25880
Highland,7,0.04122,0.10220,0.27326
Highland,8,0.03704,0.09894,0.28887
Highland,9,0.03330,0.09588,0.30541
Highland,10,0.02995,0.09295,0.32288
Highland,11,0.02694,0.09012,0.34131
Highland,12,0.02424,0.08738,0.36077
Highland,13,0.02181,0.08472,0.38132
Highland,14,0.01963,0.08214,0.40304
Highland,15,0.01767,0.07964,0.42599
Highland,16,0.01590,0.07722,0.45024
Highland,17,0.01431,0.07486,0.47588
Highland,18,0.01288,0.07258,0.50298
Highland,19,0.01159,0.07037,0.53162
Highland,20,0.01043,0.06823,0.56189
Highland,21,0.00939,0.06615,0.59389
Hillingdon,1,2.03090,3.01488,4.47859
Hillingdon,2,1.94822,2.90828,4.35589
Hillingdon,3,1.83684,2.80118,4.32599
Hillingdon,4,1.72080,2.71730,4.40014
Hillingdon,5,1.60866,2.65309,4.54232
Hillingdon,6,1.50321,2.60137,4.72279
Hillingdon,7,1.40493,2.55660,4.92450
Hillingdon,8,1.31350,2.51545,5.13946
Hillingdon,9,1.22835,2.47615,5.36467
Hillingdon,10,1.14895,2.43789,5.59949
Hillingdon,11,1.07481,2.40032,5.84414
Hillingdon,12,1.00553,2.36331,6.09916
Hillingdon,13,0.94076,2.32685,6.36511
Hillingdon,14,0.88017,2.29091,6.64257
Hillingdon,15,0.82350,2.25551,6.93208
Hillingdon,16,0.77047,2.22065,7.23419
Hillingdon,17,0.72086,2.18632,7.54946
Hillingdon,18,0.67445,2.15252,7.87848
Hillingdon,19,0.63102,2.11924,8.22184
Hillingdon,20,0.59039,2.08647,8.58015
Hillingdon,21,0.55237,2.05421,8.95409
Hounslow,1,0.78780,1.26206,1.88710
Hounslow,2,0.77008,1.24012,1.86699
Hounslow,3,0.74418,1.22196,1.88599
Hounslow,4,0.70483,1.19463,1.91658
Hounslow,5,0.65681,1.15929,1.94938
Hounslow,6,0.60529,1.11934,1.98172
Hounslow,7,0.55393,1.07757,2.01331
Hounslow,8,0.50482,1.03573,2.04447
Hounslow,9,0.45901,0.99476,2.07559
Hounslow,10,0.41686,0.95510,2.10690
Hounslow,11,0.37835,0.91691,2.13857
Hounslow,12,0.34332,0.88022,2.17067
Hounslow,13,0.31151,0.84501,2.20324
Hounslow,14,0.28265,0.81122,2.23629
Hounslow,15,0.25647,0.77879,2.26985
Hounslow,16,0.23271,0.74765,2.30390
Hounslow,17,0.21116,0.71777,2.33847
Hounslow,18,0.19161,0.68909,2.37356
Hounslow,19,0.17388,0.66155,2.40917
Hounslow,20,0.15778,0.63511,2.44532
Hounslow,21,0.14318,0.60973,2.48201
Inverclyde,1,0.03608,0.06079,0.09660
Inverclyde,2,0.03204,0.05423,0.08676
Inverclyde,3,0.02845,0.04909,0.08068
Inverclyde,4,0.02519,0.04492,0.07713
Inverclyde,5,0.02225,0.04139,0.07497
Inverclyde,6,0.01961,0.03830,0.07348
Inverclyde,7,0.01725,0.03551,0.07229
Inverclyde,8,0.01516,0.03295,0.07121
Inverclyde,9,0.01332,0.03059,0.07017
Inverclyde,10,0.01169,0.02841,0.06915
Inverclyde,11,0.01026,0.02638,0.06813
Inverclyde,12,0.00901,0.02449,0.06712
Inverclyde,13,0.00790,0.02274,0.06612
Inverclyde,14,0.00693,0.02112,0.06514
Inverclyde,15,0.00609,0.01961,0.06416
Inverclyde,16,0.00534,0.01820,0.06320
Inverclyde,17,0.00469,0.01690,0.06226
Inverclyde,18,0.00411,0.01569,0.06133
Inverclyde,19,0.00361,0.01457,0.06041
Inverclyde,20,0.00317,0.01353,0.05951
Inverclyde,21,0.00278,0.01256,0.05862
Isle of Anglesey,1,0.35363,0.60688,0.97829
Isle of Anglesey,2,0.30641,0.52847,0.85812
Isle of Anglesey,3,0.26578,0.46799,0.78256
Isle of Anglesey,4,0.23118,0.42189,0.74008
Isle of Anglesey,5,0.20160,0.38537,0.71647
Isle of Anglesey,6,0.17613,0.35495,0.70220
Isle of Anglesey,7,0.15408,0.32846,0.69201
Isle of Anglesey,8,0.13489,0.30468,0.68337
Isle of Anglesey,9,0.11815,0.28293,0.67521
Isle of Anglesey,10,0.10352,0.26284,0.66715
Isle of Anglesey,11,0.09071,0.24421,0.65908
Isle of Anglesey,12,0.07949,0.22690,0.65103
Isle of Anglesey,13,0.06966,0.21080,0.64302
Isle of Anglesey,14,0.06105,0.19584,0.63506
Isle of Anglesey,15,0.05350,0.18193,0.62719
Isle of Anglesey,16,0.04688,0.16901,0.61941
Isle of Anglesey,17,0.04108,0.15700,0.61172
Isle of Anglesey,18,0.03600,0.14584,0.60413
Isle of Anglesey,19,0.03155,0.13548,0.59663
Isle of Anglesey,20,0.02765,0.12585,0.58922
Isle of Anglesey,21,0.02423,0.11690,0.58190
Isle of Wight,1,0.09805,0.18004,0.31686
Isle of Wight,2,0.08075,0.14943,0.26641
Isle of Wight,3,0.06726,0.12869,0.24185
Isle of Wight,4,0.05714,0.11580,0.23628
Isle of Wight,5,0.04946,0.10772,0.24110
Isle of Wight,6,0.04344,0.10226,0.25084
Isle of Wight,7,0.03854,0.09810,0.26273
Isle of Wight,8,0.03439,0.09456,0.27560
Isle of Wight,9,0.03080,0.09131,0.28907
Isle of Wight,10,0.02764,0.08822,0.30308
Isle of Wight,11,0.02483,0.08523,0.31767
Isle of Wight,12,0.02231,0.08234,0.33290
Isle of Wight,13,0.02005,0.07953,0.34883
Isle of Wight,14,0.01801,0.07681,0.36551
Isle of Wight,15,0.01619,0.07417,0.38298
Isle of Wight,16,0.01455,0.07163,0.40129
Isle of Wight,17,0.01307,0.06917,0.42047
Isle of Wight,18,0.01174,0.06679,0.44057
Isle of Wight,19,0.01055,0.06450,0.46162
Isle of Wight,20,0.00948,0.06229,0.48369
Isle of Wight,21,0.00852,0.06015,0.50681
Isles of Scilly,1,0.00337,0.00554,0.00902
Isles of Scilly,2,0.00362,0.00600,0.00988
Isles of Scilly,3,0.00373,0.00633,0.01081
Isles of Scilly,4,0.00369,0.00652,0.01177
Isles of Scilly,5,0.00357,0.00662,0.01277
Isles of Scilly,6,0.00340,0.00667,0.01383
Isles of Scilly,7,0.00322,0.00671,0.01497
Isles of Scilly,8,0.00303,0.00673,0.01620
Isles of Scilly,9,0.00285,0.00675,0.01753
Isles of Scilly,10,0.00267,0.00677,0.01898
Isles of Scilly,11,0.00251,0.00679,0.02054
Isles of Scilly,12,0.00235,0.00681,0.02222
Isles of Scilly,13,0.00221,0.00683,0.02405
Isles of Scilly,14,0.00207,0.00685,0.02603
Isles of Scilly,15,0.00195,0.00687,0.02817
Isles of Scilly,16,0.00183,0.00689,0.03049
Isles of Scilly,17,0.00172,0.00691,0.03299
Isles of Scilly,18,0.00161,0.00693,0.03571
Isles of Scilly,19,0.00151,0.00695,0.03864
Isles of Scilly,20,0.00142,0.00697,0.04182
Isles of Scilly,21,0.00133,0.00699,0.04526
Islington,1,0.54259,0.94966,1.49735
Islington,2,0.52349,0.92386,1.47290
Islington,3,0.49390,0.89974,1.49385
Islington,4,0.46188,0.88587,1.56367
Islington,5,0.43052,0.88011,1.66634
Islington,6,0.40092,0.87919,1.78958
Islington,7,0.37337,0.88074,1.92702
Islington,8,0.34781,0.88339,2.07632
Islington,9,0.32409,0.88646,2.23717
Islington,10,0.30207,0.88967,2.41020
Islington,11,0.28158,0.89290,2.59637
Islington,12,0.26251,0.89612,2.79678
Islington,13,0.24475,0.89933,3.01259
Islington,14,0.22819,0.90254,3.24502
Islington,15,0.21275,0.90575,3.49538
Islington,16,0.19837,0.90897,3.76505
Islington,17,0.18495,0.91220,4.05553
Islington,18,0.17244,0.91544,4.36841
Islington,19,0.16078,0.91869,4.70544
Islington,20,0.14991,0.92195,5.06847
Islington,21,0.13977,0.92523,5.45950
Kensington and Chelsea,1,0.25397,0.44037,0.69784
Kensington and Chelsea,2,0.27956,0.48789,0.78006
Kensington and Chelsea,3,0.29057,0.51886,0.85521
Kensington and Chelsea,4,0.28787,0.53343,0.92136
Kensington and Chelsea,5,0.27641,0.53746,0.98308
Kensington and Chelsea,6,0.26045,0.53581,1.04435
Kensington and Chelsea,7,0.24278,0.53149,1.10758
Kensington and Chelsea,8,0.22499,0.52609,1.17406
Kensington and Chelsea,9,0.20788,0.52035,1.24442
Kensington and Chelsea,10,0.19181,0.51459,1.31904
Kensington and Chelsea,11,0.17689,0.50890,1.39819
Kensington and Chelsea,12,0.16310,0.50330,1.48213
Kensington and Chelsea,13,0.15038,0.49779,1.57113
Kensington and Chelsea,14,0.13867,0.49237,1.66549
Kensington and Chelsea,15,0.12787,0.48701,1.76552
Kensington and Chelsea,16,0.11792,0.48171,1.87156
Kensington and Chelsea,17,0.10874,0.47647,1.98397
Kensington and Chelsea,18,0.10029,0.47130,2.10313
Kensington and Chelsea,19,0.09249,0.46618,2.22945
Kensington and Chelsea,20,0.08530,0.46111,2.36335
Kensington and Chelsea,21,0.07866,0.45610,2.50530
Kent,1,12.67816,16.91159,22.75314
Kent,2,12.27681,16.44023,22.23782
Kent,3,11.82298,16.06642,22.16583
Kent,4,11.28330,15.69990,22.33650
Kent,5,10.69274,15.32446,22.62303
Kent,6,10.08713,14.94285,22.95891
Kent,7,9.49068,14.56091,23.31398
Kent,8,8.91690,14.18324,23.67666
Kent,9,8.37202,13.81264,24.04354
Kent,10,7.85805,13.45048,24.41430
Kent,11,7.37483,13.09735,24.78945
Kent,12,6.92114,12.75333,25.16961
Kent,13,6.49542,12.41833,25.55519
Kent,14,6.09596,12.09214,25.94650
Kent,15,5.72116,11.77454,26.34373
Kent,16,5.36945,11.46530,26.74701
Kent,17,5.03940,11.16419,27.15646
Kent,18,4.72965,10.87100,27.57219
Kent,19,4.43895,10.58551,27.99427
Kent,20,4.16613,10.30751,28.42282
Kent,21,3.91007,10.03682,28.85793
"Kingston upon Hull, City of",1,0.41617,0.72764,1.17016
"Kingston upon Hull, City of",2,0.38778,0.68160,1.10436
"Kingston upon Hull, City of",3,0.36161,0.64872,1.08101
"Kingston upon Hull, City of",4,0.33284,0.61763,1.07560
"Kingston upon Hull, City of",5,0.30243,0.58614,1.07688
"Kingston upon Hull, City of",6,0.27207,0.55447,1.08006
"Kingston upon Hull, City of",7,0.24306,0.52327,1.08339
"Kingston upon Hull, City of",8,0.21617,0.49310,1.08641
"Kingston upon Hull, City of",9,0.19172,0.46427,1.08911
"Kingston upon Hull, City of",10,0.16975,0.43692,1.09159
"Kingston upon Hull, City of",11,0.15016,0.41110,1.09395
"Kingston upon Hull, City of",12,0.13277,0.38676,1.09625
"Kingston upon Hull, City of",13,0.11737,0.36386,1.09852
"Kingston upon Hull, City of",14,0.10374,0.34231,1.10078
"Kingston upon Hull, City of",15,0.09169,0.32203,1.10304
"Kingston upon Hull, City of",16,0.08104,0.30296,1.10530
"Kingston upon Hull, City of",17,0.07163,0.28502,1.10757
"Kingston upon Hull, City of",18,0.06331,0.26814,1.10985
"Kingston upon Hull, City of",19,0.05596,0.25226,1.11213
"Kingston upon Hull, City of",20,0.04947,0.23732,1.11441
"Kingston upon Hull, City of",21,0.04372,0.22327,1.11670
Kingston upon Thames,1,0.38347,0.64696,1.05508
Kingston upon Thames,2,0.35467,0.60255,0.99320
Kingston upon Thames,3,0.32293,0.56393,0.96812
Kingston upon Thames,4,0.29335,0.53624,0.98033
Kingston upon Thames,5,0.26695,0.51679,1.01617
Kingston upon Thames,6,0.24356,0.50233,1.06495
Kingston upon Thames,7,0.22272,0.49055,1.12076
Kingston upon Thames,8,0.20398,0.48013,1.18092
Kingston upon Thames,9,0.18702,0.47038,1.24450
Kingston upon Thames,10,0.17157,0.46097,1.31136
Kingston upon Thames,11,0.15745,0.45178,1.38163
Kingston upon Thames,12,0.14452,0.44277,1.45556
Kingston upon Thames,13,0.13267,0.43393,1.53337
Kingston upon Thames,14,0.12179,0.42525,1.61531
Kingston upon Thames,15,0.11180,0.41673,1.70162
Kingston upon Thames,16,0.10263,0.40838,1.79254
Kingston upon Thames,17,0.09422,0.40020,1.88832
Kingston upon Thames,18,0.08649,0.39218,1.98921
Kingston upon Thames,19,0.07940,0.38431,2.09550
Kingston upon Thames,20,0.07288,0.37661,2.20746
Kingston upon Thames,21,0.06691,0.36906,2.32540
Kirklees,1,14.87133,19.61246,26.33439
Kirklees,2,14.57530,19.30646,26.08421
Kirklees,3,14.16934,19.07763,26.36220
Kirklees,4,13.69075,18.91838,27.05898
Kirklees,5,13.17955,18.80257,28.00759
Kirklees,6,12.66228,18.70977,29.09682
Kirklees,7,12.15360,18.62776,30.26902
Kirklees,8,11.66052,18.55027,31.49970
Kirklees,9,11.18579,18.47443,32.78111
Kirklees,10,10.73003,18.39915,34.11270
Kirklees,11,10.29291,18.32407,35.49649
Kirklees,12,9.87378,18.24914,36.93519
Kirklees,13,9.47186,18.17439,38.43154
Kirklees,14,9.08640,18.09988,39.98819
Kirklees,15,8.71668,18.02563,41.60778
Kirklees,16,8.36204,17.95167,43.29291
Kirklees,17,8.02185,17.87801,45.04628
Kirklees,18,7.69550,17.80464,46.87067
Kirklees,19,7.38243,17.73157,48.76894
Kirklees,20,7.08209,17.65881,50.74410
Kirklees,21,6.79398,17.58634,52.79926
Knowsley,1,0.84339,1.36519,2.06447
Knowsley,2,0.71792,1.16757,1.77672
Knowsley,3,0.61114,1.01385,1.58316
Knowsley,4,0.52402,0.90004,1.46694
Knowsley,5,0.45300,0.81398,1.39777
Knowsley,6,0.39431,0.74557,1.35345
Knowsley,7,0.34498,0.68819,1.32090
Knowsley,8,0.30286,0.63790,1.29344
Knowsley,9,0.26647,0.59251,1.26799
Knowsley,10,0.23476,0.55085,1.24333
Knowsley,11,0.20697,0.51230,1.21907
Knowsley,12,0.18255,0.47647,1.19513
Knowsley,13,0.16103,0.44314,1.17153
Knowsley,14,0.14207,0.41213,1.14832
Knowsley,15,0.12534,0.38326,1.12553
Knowsley,16,0.11058,0.35640,1.10316
Knowsley,17,0.09755,0.33142,1.08122
Knowsley,18,0.08606,0.30819,1.05972
Knowsley,19,0.07592,0.28658,1.03864
Knowsley,20,0.06698,0.26648,1.01799
Knowsley,21,0.05909,0.24780,0.99774
Lambeth,1,0.99563,1.60124,2.55356
Lambeth,2,1.15938,1.87847,3.03051
Lambeth,3,1.24046,2.06193,3.45693
Lambeth,4,1.26185,2.18536,3.88286
Lambeth,5,1.24895,2.27917,4.34012
Lambeth,6,1.21908,2.36156,4.84629
Lambeth,7,1.18212,2.44156,5.41178
Lambeth,8,1.14308,2.52303,6.04448
Lambeth,9,1.10423,2.60732,6.75210
Lambeth,10,1.06646,2.69483,7.54306
Lambeth,11,1.03002,2.78559,8.42689
Lambeth,12,0.99494,2.87960,9.41437
Lambeth,13,0.96114,2.97689,10.51758
Lambeth,14,0.92856,3.07752,11.75006
Lambeth,15,0.89711,3.18156,13.12698
Lambeth,16,0.86675,3.28913,14.66524
Lambeth,17,0.83742,3.40034,16.38375
Lambeth,18,0.80909,3.51531,18.30365
Lambeth,19,0.78172,3.63417,20.44853
Lambeth,20,0.75527,3.75704,22.84475
Lambeth,21,0.72972,3.88407,25.52177
Lanarkshire,1,0.54905,0.91375,1.43440
Lanarkshire,2,0.48192,0.80665,1.27663
Lanarkshire,3,0.42140,0.72220,1.18065
Lanarkshire,4,0.37016,0.66047,1.13740
Lanarkshire,5,0.32711,0.61444,1.12554
Lanarkshire,6,0.29057,0.57800,1.12945
Lanarkshire,7,0.25910,0.54715,1.14026
Lanarkshire,8,0.23162,0.51959,1.15365
Lanarkshire,9,0.20737,0.49413,1.16782
Lanarkshire,10,0.18583,0.47018,1.18212
Lanarkshire,11,0.16661,0.44745,1.19643
Lanarkshire,12,0.14941,0.42582,1.21076
Lanarkshire,13,0.13401,0.40522,1.22516
Lanarkshire,14,0.12019,0.38559,1.23968
Lanarkshire,15,0.10780,0.36690,1.25434
Lanarkshire,16,0.09669,0.34911,1.26917
Lanarkshire,17,0.08672,0.33218,1.28417
Lanarkshire,18,0.07778,0.31607,1.29934
Lanarkshire,19,0.06976,0.30073,1.31470
Lanarkshire,20,0.06257,0.28614,1.33023
Lanarkshire,21,0.05612,0.27226,1.34595
Lancashire,1,11.71973,15.81539,21.56887
Lancashire,2,12.54682,17.01899,23.37791
Lancashire,3,12.91863,17.84662,25.13319
Lancashire,4,12.97621,18.44970,26.97867
Lancashire,5,12.85760,18.94324,28.96060
Lancashire,6,12.65364,19.39426,31.09659
Lancashire,7,12.41475,19.83593,33.39676
Lancashire,8,12.16569,20.28250,35.87078
Lancashire,9,11.91720,20.73916,38.52977
Lancashire,10,11.67326,21.20732,41.38649
Lancashire,11,11.43491,21.68713,44.45517
Lancashire,12,11.20214,22.17851,47.75140
Lancashire,13,10.97462,22.68141,51.29201
Lancashire,14,10.75205,23.19589,55.09511
Lancashire,15,10.53416,23.72212,59.18017
Lancashire,16,10.32077,24.26032,63.56812
Lancashire,17,10.11175,24.81073,68.28142
Lancashire,18,9.90697,25.37363,73.34418
Lancashire,19,9.70634,25.94930,78.78232
Lancashire,20,9.50978,26.53803,84.62367
Lancashire,21,9.31720,27.14012,90.89814
Leeds,1,4.51884,6.41034,8.99511
Leeds,2,4.45004,6.33966,8.94750
Leeds,3,4.32357,6.25797,9.02080
Leeds,4,4.12805,6.13076,9.13395
Leeds,5,3.89004,5.96908,9.25705
Leeds,6,3.63479,5.78877,9.38055
Leeds,7,3.37921,5.60149,9.50262
Leeds,8,3.13286,5.41421,9.62378
Leeds,9,2.90032,5.23053,9.74494
Leeds,10,2.68323,5.05207,9.86680
Leeds,11,2.48170,4.87940,9.98980
Leeds,12,2.29512,4.71260,10.11417
Leeds,13,2.12255,4.55156,10.24003
Leeds,14,1.96300,4.39607,10.36745
Leeds,15,1.81548,4.24593,10.49645
Leeds,16,1.67909,4.10094,10.62706
Leeds,17,1.55297,3.96092,10.75930
Leeds,18,1.43633,3.82569,10.89318
Leeds,19,1.32846,3.69508,11.02874
Leeds,20,1.22870,3.56892,11.16597
Leeds,21,1.13643,3.44708,11.30492
Leicester,1,47.78768,62.31519,81.99691
Leicester,2,47.47817,62.16941,82.26470
Leicester,3,46.55886,61.91038,83.60362
Leicester,4,45.22029,61.62091,85.85109
Leicester,5,43.66649,61.32820,88.66674
Leicester,6,42.03469,61.03969,91.81358
Leicester,7,40.40226,60.75612,95.16556
Leicester,8,38.80744,60.47648,98.66776
Leicester,9,37.26649,60.19965,102.30212
Leicester,10,35.78456,59.92489,106.06688
Leicester,11,34.36181,59.65175,109.96634
Leicester,12,32.99643,59.38000,114.00654
Leicester,13,31.68601,59.10953,118.19370
Leicester,14,30.42813,58.84031,122.53393
Leicester,15,29.22047,58.57231,127.03324
Leicester,16,28.06090,58.30552,131.69765
Leicester,17,26.94742,58.03995,136.53330
Leicester,18,25.87817,57.77559,141.54650
Leicester,19,24.85136,57.51242,146.74377
Leicester,20,23.86529,57.25046,152.13189
Leicester,21,22.91835,56.98969,157.71784
Leicestershire,1,11.35461,15.23408,20.73529
Leicestershire,2,11.21471,15.11111,20.69286
Leicestershire,3,10.93229,14.96773,20.95358
Leicestershire,4,10.53817,14.80231,21.43912
Leicestershire,5,10.08458,14.62341,22.05655
Leicestershire,6,9.61019,14.43831,22.74640
Leicestershire,7,9.13803,14.25155,23.47831
Leicestershire,8,8.67995,14.06552,24.23937
Leicestershire,9,8.24117,13.88131,25.02535
Leicestershire,10,7.82338,13.69938,25.83575
Leicestershire,11,7.42654,13.51984,26.67140
Leicestershire,12,7.04995,13.34270,27.53341
Leicestershire,13,6.69260,13.16793,28.42293
Leicestershire,14,6.35350,12.99547,29.34101
Leicestershire,15,6.03167,12.82528,30.28868
Leicestershire,16,5.72618,12.65734,31.26692
Leicestershire,17,5.43620,12.49159,32.27676
Leicestershire,18,5.16092,12.32802,33.31921
Leicestershire,19,4.89958,12.16659,34.39532
Leicestershire,20,4.65148,12.00727,35.50620
Leicestershire,21,4.41594,11.85004,36.65295
Lewisham,1,0.33295,0.59794,0.96926
Lewisham,2,0.47805,0.86375,1.41199
Lewisham,3,0.57531,1.05977,1.77846
Lewisham,4,0.61718,1.17457,2.05645
Lewisham,5,0.62068,1.23610,2.28872
Lewisham,6,0.60223,1.26912,2.50976
Lewisham,7,0.57308,1.28901,2.73914
Lewisham,8,0.53987,1.30376,2.98646
Lewisham,9,0.50609,1.31699,3.25629
Lewisham,10,0.47338,1.33009,3.55130
Lewisham,11,0.44243,1.34349,3.87365
Lewisham,12,0.41341,1.35723,4.22563
Lewisham,13,0.38630,1.37128,4.60974
Lewisham,14,0.36101,1.38555,5.02884
Lewisham,15,0.33741,1.40003,5.48606
Lewisham,16,0.31537,1.41468,5.98485
Lewisham,17,0.29478,1.42949,6.52899
Lewisham,18,0.27555,1.44446,7.12260
Lewisham,19,0.25758,1.45959,7.77018
Lewisham,20,0.24078,1.47487,8.47664
Lewisham,21,0.22507,1.49032,9.24733
Lincolnshire,1,2.68804,3.92512,5.75536
Lincolnshire,2,2.64019,3.87621,5.72908
Lincolnshire,3,2.54290,3.81026,5.79812
Lincolnshire,4,2.42103,3.74929,5.96689
Lincolnshire,5,2.29053,3.69618,6.20199
Lincolnshire,6,2.16019,3.64911,6.47674
Lincolnshire,7,2.03430,3.60583,6.77609
Lincolnshire,8,1.91463,3.56474,7.09328
Lincolnshire,9,1.80168,3.52491,7.42601
Lincolnshire,10,1.69538,3.48584,7.77405
Lincolnshire,11,1.59541,3.44731,8.13799
Lincolnshire,12,1.50142,3.40923,8.51867
Lincolnshire,13,1.41301,3.37156,8.91700
Lincolnshire,14,1.32984,3.33430,9.33386
Lincolnshire,15,1.25159,3.29745,9.77018
Lincolnshire,16,1.17795,3.26100,10.22688
Lincolnshire,17,1.10865,3.22494,10.70493
Lincolnshire,18,1.04343,3.18929,11.20532
Lincolnshire,19,0.98205,3.15402,11.72910
Lincolnshire,20,0.92428,3.11915,12.27737
Lincolnshire,21,0.86990,3.08466,12.85126
Liverpool,1,3.46040,4.89630,7.05080
Liverpool,2,3.26499,4.64104,6.72910
Liverpool,3,3.06135,4.42919,6.58937
Liverpool,4,2.85857,4.25703,6.59303
Liverpool,5,2.66280,4.11153,6.67973
Liverpool,6,2.47725,3.98221,6.80794
Liverpool,7,2.30318,3.86253,6.95512
Liverpool,8,2.14077,3.74891,7.11082
Liverpool,9,1.98962,3.63957,7.27095
Liverpool,10,1.84911,3.53371,7.43430
Liverpool,11,1.71854,3.43094,7.60073
Liverpool,12,1.59723,3.33113,7.77046
Liverpool,13,1.48449,3.23416,7.94372
Liverpool,14,1.37974,3.13999,8.12071
Liverpool,15,1.28238,3.04853,8.30159
Liverpool,16,1.19190,2.95973,8.48647
Liverpool,17,1.10780,2.87350,8.67546
Liverpool,18,1.02964,2.78979,8.86866
Liverpool,19,0.95700,2.70851,9.06616
Liverpool,20,0.88948,2.62960,9.26806
Liverpool,21,0.82672,2.55299,9.47445
Lothian,1,0.51250,0.85945,1.37332
Lothian,2,0.46170,0.77912,1.25649
Lothian,3,0.41184,0.71278,1.19153
Lothian,4,0.36767,0.66404,1.17476
Lothian,5,0.32943,0.62797,1.18739
Lothian,6,0.29625,0.59963,1.21514
Lothian,7,0.26719,0.57567,1.24989
Lothian,8,0.24145,0.55414,1.28778
Lothian,9,0.21847,0.53405,1.32727
Lothian,10,0.19782,0.51491,1.36787
Lothian,11,0.17919,0.49651,1.40952
Lothian,12,0.16235,0.47876,1.45228
Lothian,13,0.14711,0.46163,1.49625
